Gene_name,Gene_ID,New_Gene_ID,p,padj,loglik_full,loglik_red,mean,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isMonotonous
 zld ,FBgn0259789,FBgn0259789,0.760382664,0.999775474,-46.29057116,-47.59380393,1.975773244,0.379177445,0.949736616,0.880945545,0.999999999,FALSE
 bora ,FBgn0259791,FBgn0259791,0.587456021,0.999775474,-116.1848834,-118.0547713,158.7634211,0.209974331,0.949736616,0.892245305,0.999999999,FALSE
 sinah ,FBgn0259794,FBgn0259794,0.352056839,0.999775474,-33.30373689,-36.0807557,0.771740271,0.213889492,0.949736616,0.480838184,0.999999999,FALSE
 CG42399 ,FBgn0259818,FBgn0259818,0.383153049,0.999775474,-122.5402449,-125.17816,142.0767943,0.304935545,0.949736616,0.40721865,0.999999999,FALSE
 CG42402 ,FBgn0259821,FBgn0259821,0.958843563,0.999775474,-70.53491188,-71.05748074,5.616765905,0.593191608,0.949736616,0.99999547,0.999999999,FALSE
 Ca-beta ,FBgn0259822,FBgn0259822,0.439247279,0.999775474,-67.17001943,-69.57603925,5.820329397,0.240578343,0.949736616,0.580201065,0.999999999,FALSE
 CG42404 ,FBgn0259823,FBgn0259823,0.387190025,0.999775474,-102.1672105,-104.7876752,31.97904641,0.287191538,0.949736616,0.432513874,0.999999999,FALSE
 Hip14 ,FBgn0259824,FBgn0259824,0.359651367,0.999775474,-136.1929772,-138.9352142,506.0796077,0.076798158,0.949736616,0.950103486,0.999999999,FALSE
 CG34309 ,FBgn0259831,FBgn0259831,0.784997379,0.999775474,-50.35893907,-51.58062768,2.4122733,0.294736269,0.949736616,0.999999959,0.999999999,FALSE
 CG34229 ,FBgn0259832,FBgn0259832,0.470953667,0.999775474,-107.6421569,-109.9257164,79.62465086,0.111996738,0.949736616,0.979416517,0.999999999,FALSE
 out ,FBgn0259834,FBgn0259834,0.385104289,0.999775474,-142.0753405,-144.7048048,549.4299598,0.472651828,0.949736616,0.288557159,0.999999999,FALSE
 Fs ,FBgn0259878,FBgn0259878,0.829047363,0.999775474,-87.88986788,-88.96129088,20.63068435,0.380953293,0.949736616,0.975515324,0.999999999,FALSE
 NimC1 ,FBgn0259896,FBgn0259896,0.930567299,0.999775474,-35.11688162,-35.78780522,1.203322616,0.78895644,0.949736616,0.833200526,0.999999999,FALSE
 CG42445 ,FBgn0259916,FBgn0259916,0.864643455,0.999775474,-123.8160882,-124.7592377,119.016087,0.490031922,0.949736616,0.927645287,0.999999999,FALSE
 inaF-B ,FBgn0259918,FBgn0259918,0.934654592,0.999775474,-3.518556018,-4.169901234,1.81E-05,0.713712601,0.949736616,0.889961079,0.999999999,FALSE
 Sep4 ,FBgn0259923,FBgn0259923,0.371699451,0.999775474,-109.4187768,-112.1069324,60.19165896,1,1,0.119851948,0.999999999,FALSE
 CG42449 ,FBgn0259926,FBgn0259926,0.942723451,0.999775474,-53.71318675,-54.32431995,3.441236664,0.601357712,0.949736616,0.976755983,0.999999999,FALSE
 CG42450 ,FBgn0259927,FBgn0259927,0.86246522,0.999775474,-32.23363619,-33.1848849,0.358949199,0.467201184,0.949736616,0.944239234,0.999999999,FALSE
 CG42458 ,FBgn0259935,FBgn0259935,0.818337605,0.999775474,-75.41744617,-76.52608095,12.25961973,0.724944054,0.949736616,0.665311259,0.999999999,FALSE
 Uhg3 ,FBgn0259936,FBgn0259936,0.438759082,0.999775474,-136.9302203,-139.3381693,242.4065017,0.317537218,0.949736616,0.471404184,0.999999999,FALSE
 Sfp24Ba ,FBgn0259951,FBgn0259951,0.979127541,0.999775474,-7.220254855,-7.60344854,4.31E-06,0.687990581,0.949736616,0.999338386,0.999999999,FALSE
 CG42464 ,FBgn0259954,FBgn0259954,0.583196853,0.999775474,-36.16333236,-38.04760638,0.855683731,0.178867388,0.949736616,0.955003401,0.999999999,FALSE
 CG42465 ,FBgn0259955,FBgn0259955,0.666161634,0.999775474,-42.37310378,-43.98293606,1.545278032,0.276983282,0.949736616,0.884415744,0.999999999,FALSE
 Sfp24C1 ,FBgn0259956,FBgn0259956,0.534251161,0.999775474,-33.50661264,-35.55963597,0.835832566,0.12949254,0.949736616,0.999372669,0.999999999,FALSE
 CG42467 ,FBgn0259957,FBgn0259957,0.933868663,0.999775474,-42.68662887,-43.3417769,1.587911725,0.519365833,0.949736616,0.999999999,0.999999999,FALSE
 Sfp24F ,FBgn0259958,FBgn0259958,0.749648654,0.999775474,-39.76605963,-41.10451125,0.788836776,0.345421149,0.949736616,0.907569928,0.999999999,FALSE
 Sfp33A1 ,FBgn0259962,FBgn0259962,0.948939426,0.999775474,-3.518541214,-4.09702011,1.75E-05,0.794241733,0.949736616,0.874091985,0.999999999,FALSE
 Sfp51E ,FBgn0259966,FBgn0259966,0.898550905,0.999775474,-4.201408849,-5.012512322,0.198966661,0.645253585,0.949736616,0.862338571,0.999999999,FALSE
 Sfp77F ,FBgn0259972,FBgn0259972,0.807369077,0.999775474,-12.04267069,-13.18891629,0.106514276,0.776013933,0.949736616,0.618134319,0.999999999,FALSE
 Sfp79B ,FBgn0259973,FBgn0259973,0.909518847,0.999775474,-25.60894242,-26.37421233,0.402660264,0.642559165,0.949736616,0.885837887,0.999999999,FALSE
 Tdc1 ,FBgn0259977,FBgn0259977,0.950650508,0.999775474,-85.93115174,-86.50034218,18.78087277,0.581017654,0.949736616,0.996856598,0.999999999,FALSE
 vlc ,FBgn0259978,FBgn0259978,0.800497555,0.999775474,-161.4254472,-162.5950306,1572.2696,0.587593933,0.949736616,0.734904484,0.999999999,FALSE
 Cndp2 ,FBgn0259979,FBgn0259979,0.902734886,0.999775474,-167.3172997,-168.1111408,1949.862456,0.666422073,0.949736616,0.855194135,0.999999999,FALSE
 Uxt ,FBgn0259982,FBgn0259982,0.960311338,0.999775474,-109.6655456,-110.1793319,65.72166757,0.601436414,0.949736616,0.999706423,0.999999999,FALSE
 kuz ,FBgn0259984,FBgn0259984,0.897069941,0.999775474,-179.3249053,-180.1420582,1657.769972,0.476524063,0.949736616,0.984962817,0.999999999,FALSE
 Mppe ,FBgn0259985,FBgn0259985,0.670838492,0.999775474,-105.3394359,-106.9340506,93.21387176,0.267548899,0.949736616,0.907254624,0.999999999,FALSE
 nab ,FBgn0259986,FBgn0259986,0.753579417,0.999775474,-107.9851711,-109.310745,82.74339752,0.555028553,0.949736616,0.688358998,0.999999999,FALSE
 CG42489 ,FBgn0259992,FBgn0259992,0.666089314,0.999775474,-84.11377011,-85.72383783,19.13872617,0.963841387,1,0.369587799,0.999999999,FALSE
 lncRNA:CR42491 ,FBgn0259993,FBgn0259993,0.218006415,0.999775474,-81.59373155,-85.1115296,21.3772667,0.317036839,0.949736616,0.19200867,0.999999999,FALSE
 OtopLa ,FBgn0259994,FBgn0259994,0.913398531,0.999775474,-48.30820964,-49.05678437,1.231406987,0.502672656,0.949736616,0.98913578,0.999999999,FALSE
 lncRNA:CR40341 ,FBgn0259996,FBgn0259996,0.951901046,0.999775474,-3.518526761,-4.080838622,0.083577504,0.739728765,0.949736616,0.914103163,0.999999999,FALSE
 CG17571 ,FBgn0259998,FBgn0259998,0.938920829,0.999775474,-3.518533664,-4.148895426,7.60E-06,0.793088238,0.949736616,0.850164867,0.999999999,FALSE
 snoRNA:Me28S-U2134b ,FBgn0260002,FBgn0260002,0.884866295,0.999775474,-25.77772819,-26.64364035,0.378566022,0.653786057,0.949736616,0.829799655,0.999999999,FALSE
 Dys ,FBgn0260003,FBgn0260003,0.729109045,0.999775474,-161.8965429,-163.3020008,698.92264,1,1,0.381020511,0.999999999,FALSE
 Snmp1 ,FBgn0260004,FBgn0260004,0.206978784,0.999775474,-67.77078351,-71.36514547,5.335148981,0.245492482,0.949736616,0.223270765,0.999999999,FALSE
 wtrw ,FBgn0260005,FBgn0260005,0.827237132,0.999775474,-77.68091232,-78.7586623,14.09478519,0.523910097,0.949736616,0.834435474,0.999999999,FALSE
 drd ,FBgn0260006,FBgn0260006,0.863874276,0.999775474,-93.1024271,-94.04844096,22.98485595,0.409170539,0.949736616,0.991257548,0.999999999,FALSE
 CG42493 ,FBgn0260007,FBgn0260007,0.96915729,0.999775474,-3.518528684,-3.975817617,4.40E-06,0.850732533,0.962286024,0.898429594,0.999999999,FALSE
 UQCR-11 ,FBgn0260008,FBgn0260008,0.962020729,0.999775474,-156.2221705,-156.7255379,614.2714654,0.855224799,0.963830472,0.87462532,0.999999999,FALSE
 NimC4 ,FBgn0260011,FBgn0260011,0.964956418,0.999775474,-127.4649055,-127.9498581,140.3561825,0.678650291,0.949736616,0.978455247,0.999999999,FALSE
 pds5 ,FBgn0260012,FBgn0260012,0.89785508,0.999775474,-173.0881133,-173.9020629,1356.761453,0.609690361,0.949736616,0.887613226,0.999999999,FALSE
 CG42494 ,FBgn0260026,FBgn0260026,0.718458696,0.999775474,-81.77191567,-83.2119846,16.26855514,0.870989747,0.970410166,0.456808387,0.999999999,FALSE
 CG42495 ,FBgn0260027,FBgn0260027,0.730768093,0.999775474,-83.79187266,-85.19193251,20.76942017,0.254765484,0.949736616,0.995648311,0.999999999,FALSE
 flr ,FBgn0260049,FBgn0260049,0.835590728,0.999775474,-162.7238108,-163.772227,991.3636057,0.428884936,0.949736616,0.939477276,0.999999999,FALSE
 CG42500 ,FBgn0260226,FBgn0260226,0.941104969,0.999775474,-11.16802184,-11.78740333,0.087644236,0.564663858,0.949736616,0.992346793,0.999999999,FALSE
 Xport-B ,FBgn0260234,FBgn0260234,0.955869658,0.999775474,-3.518538674,-4.058475244,6.64E-06,0.731890781,0.949736616,0.928526427,0.999999999,FALSE
 E(var)3-9 ,FBgn0260243,FBgn0260243,0.731658548,0.999775474,-133.5076506,-134.9048123,362.8777195,0.456081858,0.949736616,0.747216344,0.999999999,FALSE
 mtg ,FBgn0260386,FBgn0260386,0.443521832,0.999775474,-81.66241734,-84.05160547,14.55405039,0.146729915,0.949736616,0.815752928,0.999999999,FALSE
 CG42514 ,FBgn0260388,FBgn0260388,0.657119539,0.999775474,-123.3692269,-125.008527,179.3403212,0.479799734,0.949736616,0.612798756,0.999999999,FALSE
 CG42518 ,FBgn0260392,FBgn0260392,0.394901361,0.999775474,-52.40993541,-54.99742373,3.527811691,0.089539606,0.949736616,0.950598158,0.999999999,FALSE
 CG17147 ,FBgn0260393,FBgn0260393,0.990534453,0.999775474,-32.7360412,-33.00667199,0.773143101,0.766805835,0.949736616,0.999726124,0.999999999,FALSE
 CG42521 ,FBgn0260396,FBgn0260396,0.938088601,0.999775474,-3.518546653,-4.153048604,1.77E-05,0.720464278,0.949736616,0.893384452,0.999999999,FALSE
 Su(var)3-3 ,FBgn0260397,FBgn0260397,0.306817665,0.999775474,-127.7877907,-130.7847164,274.9160859,0.158339634,0.949736616,0.511023417,0.999999999,FALSE
 gwl ,FBgn0260399,FBgn0260399,0.567050245,0.999775474,-127.5087412,-129.4479507,275.5760899,0.421408023,0.949736616,0.541841594,0.999999999,FALSE
 elav ,FBgn0260400,FBgn0260400,0.224683996,0.999775474,-112.439583,-115.9126058,118.447039,0.047449015,0.949736616,0.837510933,0.999999999,FALSE
 mRpS23 ,FBgn0260407,FBgn0260407,0.873399731,0.999775474,-120.2235731,-121.1337583,164.0462766,1,1,0.574035697,0.999999999,FALSE
 CG42524 ,FBgn0260429,FBgn0260429,0.338857441,0.999775474,-50.00662473,-52.84545607,1.619141822,0.079101459,0.949736616,0.895604359,0.999999999,FALSE
 CG42525 ,FBgn0260430,FBgn0260430,0.590492339,0.999775474,-72.80895272,-74.6686099,9.592411215,0.185084204,0.949736616,0.951270499,0.999999999,FALSE
 CG42526 ,FBgn0260431,FBgn0260431,0.902996689,0.999775474,-104.2259862,-105.0187384,85.5070999,0.663276478,0.949736616,0.857967005,0.999999999,FALSE
 CR42530 ,FBgn0260435,FBgn0260435,0.98859079,0.999775474,-20.90874016,-21.2022393,0.193453455,0.802527785,0.951825792,0.98565132,0.999999999,FALSE
 CG42531 ,FBgn0260436,FBgn0260436,0.834224965,0.999775474,-52.1420224,-53.195259,2.756413743,0.548572746,0.949736616,0.824075604,0.999999999,FALSE
 CR42532 ,FBgn0260437,FBgn0260437,0.822242923,0.999775474,-29.73676354,-30.83188895,0.28713041,0.770345822,0.949736616,0.643977572,0.999999999,FALSE
 Pp2A-29B ,FBgn0260439,FBgn0260439,0.935964438,0.999775474,-196.4101613,-197.0551263,4608.421546,0.835966226,0.959441007,0.81779703,0.999999999,FALSE
 spdo ,FBgn0260440,FBgn0260440,0.842499656,0.999775474,-82.07258851,-83.09646207,13.16831502,0.85579167,0.964011369,0.628895953,0.999999999,FALSE
 RpS12 ,FBgn0260441,FBgn0286213,0.890209695,0.999775474,-231.9168371,-232.7616279,5514.596931,0.43940686,0.949736616,0.997501562,0.999999999,FALSE
 rhea ,FBgn0260442,FBgn0260442,0.107960407,0.999775474,-171.4270973,-175.9409977,1177.063621,0.375279263,0.949736616,0.069773099,0.999999999,FALSE
 Not10 ,FBgn0260444,FBgn0260444,0.706572999,0.999775474,-119.4366804,-120.9153174,188.1020727,0.613208907,0.949736616,0.576740275,0.999999999,FALSE
 GABA-B-R1 ,FBgn0260446,FBgn0260446,0.779332229,0.999775474,-62.96098292,-64.20155451,4.656945296,0.32175108,0.949736616,0.975432569,0.999999999,FALSE
 CR11386 ,FBgn0260447,FBgn0260447,0.909912293,0.999775474,-29.94020032,-30.70378948,0.735015531,0.586446723,0.949736616,0.927623373,0.999999999,FALSE
 CalpC ,FBgn0260450,FBgn0260450,0.211801242,0.999775474,-118.3540166,-121.9144788,165.6973528,0.765682277,0.949736616,0.086295826,0.999999999,FALSE
 PGRP-LD ,FBgn0260458,FBgn0260458,0.949678165,0.999775474,-58.07918433,-58.65367011,3.581279898,0.698463265,0.949736616,0.933718976,0.999999999,FALSE
 CG14106 ,FBgn0260459,FBgn0260459,0.946203143,0.999775474,-15.4684147,-16.06146875,0.101077144,0.559580089,0.949736616,0.99895836,0.999999999,FALSE
 mRpS34 ,FBgn0260460,FBgn0285951,0.842733486,0.999775474,-129.5132328,-130.536271,284.5638416,0.42906154,0.949736616,0.949618592,0.999999999,FALSE
 Rcd7 ,FBgn0260461,FBgn0260461,0.593770555,0.999775474,-101.4739281,-103.3225622,68.26805723,0.386431692,0.949736616,0.615878119,0.999999999,FALSE
 CG12163 ,FBgn0260462,FBgn0260462,0.954232828,0.999775474,-173.0564586,-173.6057286,1747.829879,0.672985509,0.949736616,0.958805761,0.999999999,FALSE
 Unc-115b ,FBgn0260463,FBgn0260463,0.946473587,0.999775474,-3.51853561,-4.110163701,1.74E-05,0.76018605,0.949736616,0.888404841,0.999999999,FALSE
 CG7950 ,FBgn0260468,FBgn0260468,0.943133634,0.999775474,-3.518557149,-4.12758421,1.74E-05,0.753823699,0.949736616,0.884231498,0.999999999,FALSE
 CG30002 ,FBgn0260474,FBgn0260474,0.47839002,0.999775474,-46.92551885,-49.18110499,1.152906184,0.119881075,0.949736616,0.965810349,0.999999999,FALSE
 CG30059 ,FBgn0260475,FBgn0260475,0.971109101,0.999775474,-105.6892725,-106.1330988,57.07723508,0.994569679,1,0.831031649,0.999999999,FALSE
 CG30283 ,FBgn0260477,FBgn0260477,0.963021007,0.999775474,-11.26373892,-11.76090886,0.106380463,0.678500508,0.949736616,0.974532235,0.999999999,FALSE
 CG32295 ,FBgn0260480,FBgn0260480,0.887571321,0.999775474,-22.09978751,-22.95504925,0.182551303,0.487552314,0.949736616,0.964876768,0.999999999,FALSE
 CG32454 ,FBgn0260481,FBgn0260481,0.485828294,0.999775474,-69.58463221,-71.8124975,9.063549166,0.123090936,0.949736616,0.966278722,0.999999999,FALSE
 CG32599 ,FBgn0260482,FBgn0260482,0.929608738,0.999775474,-28.16630942,-28.84175591,0.187068326,0.572722567,0.949736616,0.971546597,0.999999999,FALSE
 HIP ,FBgn0260484,FBgn0260484,0.397547606,0.999775474,-141.4195134,-143.9957904,377.1652411,0.271091253,0.949736616,0.46775669,0.999999999,FALSE
 Ziz ,FBgn0260486,FBgn0260486,0.04781022,0.999775474,-170.6603282,-176.2534397,1234.62981,0.741183444,0.949736616,0.014180831,0.551517366,FALSE
 CG42534 ,FBgn0260487,FBgn0260487,0.951669947,0.999775474,-3.518483023,-4.082071957,0.083882649,0.793413617,0.949736616,0.881553842,0.999999999,FALSE
 qvr ,FBgn0260499,FBgn0260499,0.798865243,0.999775474,-36.67119672,-37.84630092,0.814023278,0.35708005,0.949736616,0.961783249,0.999999999,FALSE
 eIF4G2 ,FBgn0260634,FBgn0260634,0.652862853,0.999775474,-164.392102,-166.0452991,1106.624001,0.357563118,0.949736616,0.741156449,0.999999999,FALSE
 Diap1 ,FBgn0260635,FBgn0260635,0.813191344,0.999775474,-162.2983285,-163.424668,1181.779625,0.528228921,0.949736616,0.807003826,0.999999999,FALSE
 gammaTub23C ,FBgn0260639,FBgn0260639,0.937592287,0.999775474,-147.0537325,-147.6906924,487.192169,0.625405075,0.949736616,0.953276246,0.999999999,FALSE
 Antp ,FBgn0260642,FBgn0260642,0.55489703,0.999775474,-30.54546015,-32.52647016,0.775219729,0.143448973,0.949736616,0.994289698,0.999999999,FALSE
 CG42536 ,FBgn0260644,FBgn0260644,0.951669947,0.999775474,-3.518483023,-4.082071957,0.083882649,0.793413617,0.949736616,0.881553842,0.999999999,FALSE
 CG42537 ,FBgn0260645,FBgn0260645,0.973968782,0.999775474,-79.50063649,-79.92391838,13.05544234,0.693548267,0.949736616,0.99001747,0.999999999,FALSE
 CG42538 ,FBgn0260646,FBgn0260646,0.247373314,0.999775474,-51.14222407,-54.47103712,2.324585439,0.110373222,0.949736616,0.52219621,0.999999999,FALSE
 Rrp40 ,FBgn0260648,FBgn0260648,0.32674889,0.999775474,-140.2472255,-143.1443897,201.6088586,0.207573706,0.949736616,0.448827372,0.999999999,FALSE
 serp ,FBgn0260653,FBgn0260653,0.795211747,0.999775474,-67.55900748,-68.74643827,7.59432976,0.314787393,0.949736616,0.995858812,0.999999999,FALSE
 l(3)76BDm ,FBgn0260655,FBgn0260655,0.84055484,0.999775474,-135.6950442,-136.7258538,428.1711313,1,1,0.550794447,0.999999999,FALSE
 CG42540 ,FBgn0260657,FBgn0260657,0.905540696,0.999775474,-52.36272663,-53.14484203,2.162757844,1,1,0.666907012,0.999999999,FALSE
 CG42541 ,FBgn0260658,FBgn0260658,0.528664188,0.999775474,-81.15478661,-83.22753425,16.01569806,0.141066326,0.949736616,0.972871694,0.999999999,FALSE
 CG42542 ,FBgn0260659,FBgn0260659,0.41113126,0.999775474,-131.7407154,-134.260248,345.5450509,0.10991328,0.949736616,0.891161742,0.999999999,FALSE
 Mp ,FBgn0260660,FBgn0260660,0.776246931,0.999775474,-56.22637243,-57.47719619,4.248835308,0.308852431,0.949736616,0.984958137,0.999999999,FALSE
 CR42545 ,FBgn0260718,FBgn0260718,0.725472359,0.999775474,-31.00620029,-32.42348399,0.479339935,0.422176043,0.949736616,0.774684345,0.999999999,FALSE
 CR42546 ,FBgn0260719,FBgn0260719,0.565108141,0.999775474,-39.52848177,-41.47434375,0.921301286,0.143356764,0.949736616,0.999848334,0.999999999,FALSE
 asRNA:CR42547 ,FBgn0260720,FBgn0260720,0.178039403,0.999775474,-102.6630369,-106.4764278,42.86583395,0.162689729,0.949736616,0.262008756,0.999999999,FALSE
 lncRNA:CR42549 ,FBgn0260722,FBgn0260722,0.559967033,0.999775474,-123.3711976,-125.3347195,213.4901996,0.15294405,0.949736616,0.982026536,0.999999999,FALSE
 CG3281 ,FBgn0260741,FBgn0260741,0.50544375,0.999775474,-128.0714841,-130.2274122,150.6397342,0.779369672,0.949736616,0.282340964,0.999999999,FALSE
 CG12213 ,FBgn0260742,FBgn0260742,0.673419804,0.999775474,-155.1097892,-156.6960109,871.4169101,0.214083647,0.949736616,0.993047984,0.999999999,FALSE
 GC1 ,FBgn0260743,FBgn0260743,0.953194459,0.999775474,-122.5454768,-123.1005902,143.0114138,0.622764481,0.949736616,0.98332109,0.999999999,FALSE
 Tango9 ,FBgn0260744,FBgn0260744,0.274412916,0.999775474,-146.2033474,-149.3739856,807.9294267,0.873200928,0.971809196,0.108249205,0.999999999,FALSE
 mfas ,FBgn0260745,FBgn0260745,0.983508544,0.999775474,-158.6015441,-158.9465852,276.0490342,0.8874621,0.979935832,0.929451925,0.999999999,FALSE
 Ect3 ,FBgn0260746,FBgn0260746,0.730530531,0.999775474,-111.5160295,-112.9168625,71.90338889,0.31771471,0.949736616,0.917028235,0.999999999,FALSE
 Chchd2 ,FBgn0260747,FBgn0260747,0.698201471,0.999775474,-176.283352,-177.7891386,1109.100855,0.460200409,0.949736616,0.691675035,0.999999999,FALSE
 CG5004 ,FBgn0260748,FBgn0260748,0.817809189,0.999775474,-181.2859766,-182.3964343,2028.544135,0.606296766,0.949736616,0.748177118,0.999999999,FALSE
 Utx ,FBgn0260749,FBgn0260749,0.07704357,0.999775474,-123.4463275,-128.4147681,243.7497515,0.263978953,0.949736616,0.063683972,0.999999999,FALSE
 Mulk ,FBgn0260750,FBgn0260750,0.976162776,0.999775474,-137.9111776,-138.3179393,155.1907135,0.797623058,0.95044666,0.948118693,0.999999999,FALSE
 Pdfr ,FBgn0260753,FBgn0260753,0.552248012,0.999775474,-116.3292807,-118.3194575,140.8807072,0.27235154,0.949736616,0.710457399,0.999999999,FALSE
 CG42554 ,FBgn0260756,FBgn0260756,0.384530563,0.999775474,-101.8251617,-104.4571075,50.32114846,0.517514892,0.949736616,0.26730407,0.999999999,FALSE
 CG42556 ,FBgn0260758,FBgn0260758,0.977879048,0.999775474,-43.40727417,-43.80058299,2.393517717,0.805902314,0.9519799,0.949366796,0.999999999,FALSE
 CG42561 ,FBgn0260763,FBgn0260763,0.849172102,0.999775474,-52.83142302,-53.83132522,2.724375933,0.504026358,0.949736616,0.889635272,0.999999999,FALSE
 CG42562 ,FBgn0260764,FBgn0260764,0.748082247,0.999775474,-44.5943032,-45.93788091,1.515173091,0.533359944,0.949736616,0.698509035,0.999999999,FALSE
 CG42564 ,FBgn0260766,FBgn0260766,0.935066191,0.999775474,-65.7606354,-66.40998151,5.7415838,0.643836891,0.949736616,0.936484349,0.999999999,FALSE
 CG42566 ,FBgn0260768,FBgn0260768,0.681585486,0.999775474,-20.57434109,-22.13403578,0.220796174,0.987625889,1,0.377285358,0.999999999,FALSE
 Larp7 ,FBgn0260771,FBgn0260771,0.945772455,0.999775474,-108.0645294,-108.6598479,120.8202675,0.601125386,0.949736616,0.981866147,0.999999999,FALSE
 CG42570 ,FBgn0260776,FBgn0260776,0.421378589,0.999775474,-25.30730983,-27.7848835,0.378105006,0.291437527,0.949736616,0.477230073,0.999999999,FALSE
 CG42571 ,FBgn0260777,FBgn0260777,0.972279165,0.999775474,-34.48964047,-34.92518568,0.750470246,0.754427355,0.949736616,0.958612224,0.999999999,FALSE
 GatA ,FBgn0260779,FBgn0260779,0.639641155,0.999775474,-124.7426546,-126.4391385,171.5352773,0.563980635,0.949736616,0.522653607,0.999999999,FALSE
 wisp ,FBgn0260780,FBgn0260780,0.950414627,0.999775474,-82.1969988,-82.76747804,11.31308324,0.656301155,0.949736616,0.960275148,0.999999999,FALSE
 mxc ,FBgn0260789,FBgn0260789,0.957083935,0.999775474,-154.6346814,-155.1675927,570.7367603,0.640946291,0.949736616,0.981336239,0.999999999,FALSE
 2mit ,FBgn0260793,FBgn0260793,0.067790497,0.999775474,-75.44929956,-80.58713672,8.573095156,0.064861662,0.949736616,0.186671231,0.999999999,FALSE
 ctrip ,FBgn0260794,FBgn0260794,0.81494038,0.999775474,-199.3562101,-200.4765444,2999.793364,0.44089196,0.949736616,0.895800773,0.999999999,FALSE
 NaPi-III ,FBgn0260795,FBgn0260795,0.465207292,0.999775474,-121.3869797,-123.6923405,177.821626,0.339880382,0.949736616,0.483955177,0.999999999,FALSE
 Gprk1 ,FBgn0260798,FBgn0260798,0.684134144,0.999775474,-149.450569,-151.0019902,753.949816,0.282290965,0.949736616,0.902537341,0.999999999,FALSE
 p120ctn ,FBgn0260799,FBgn0260799,0.436111711,0.999775474,-176.5413588,-178.9597935,1796.188035,0.123046758,0.949736616,0.885712381,0.999999999,FALSE
 inaF-D ,FBgn0260812,FBgn0260812,0.904401164,0.999775474,-23.58754863,-24.37444126,0.286211204,0.459919022,0.949736616,0.99923117,0.999999999,FALSE
 Sec22 ,FBgn0260855,FBgn0260855,0.545250883,0.999775474,-130.1778986,-132.1923895,340.0519347,0.181132606,0.949736616,0.893695934,0.999999999,FALSE
 Membrin ,FBgn0260856,FBgn0260856,0.028484262,0.999775474,-113.9854872,-120.2380839,143.0471245,0.583197242,0.949736616,0.00962861,0.415130654,FALSE
 Bet1 ,FBgn0260857,FBgn0260857,0.232363254,0.999775474,-126.4745155,-129.8974156,248.13557,0.103365238,0.949736616,0.511214259,0.999999999,FALSE
 Ykt6 ,FBgn0260858,FBgn0260858,0.705545496,0.999775474,-147.8326466,-149.3146162,616.6095767,1,1,0.393937732,0.999999999,FALSE
 Bet3 ,FBgn0260859,FBgn0260859,0.401631734,0.999775474,-111.4580041,-114.0170801,110.9213953,0.130057376,0.949736616,0.791914768,0.999999999,FALSE
 Bet5 ,FBgn0260860,FBgn0260860,0.339887063,0.999775474,-121.1628935,-123.9968384,150.2491961,0.26308227,0.949736616,0.392039671,0.999999999,FALSE
 Trs23 ,FBgn0260861,FBgn0260861,0.645379146,0.999775474,-123.8166992,-125.4943733,142.8660574,0.471045923,0.949736616,0.604169339,0.999999999,FALSE
 Vti1a ,FBgn0260862,FBgn0260862,0.779741513,0.999775474,-124.746096,-125.985306,225.0428908,0.320306697,0.949736616,0.977352083,0.999999999,FALSE
 dnr1 ,FBgn0260866,FBgn0260866,0.694391244,0.999775474,-163.0729608,-164.5911044,462.9934835,0.942687607,1,0.404402438,0.999999999,FALSE
 CG42577 ,FBgn0260867,FBgn0260867,0.951901046,0.999775474,-3.518526761,-4.080838622,0.083577504,0.739728765,0.949736616,0.914103163,0.999999999,FALSE
 CG42581 ,FBgn0260871,FBgn0260871,0.656793847,0.999775474,-89.93712987,-91.57749269,18.64689942,0.257270376,0.949736616,0.904289631,0.999999999,FALSE
 Ir76a ,FBgn0260874,FBgn0260874,0.556907897,0.999775474,-126.0274343,-128.0014994,225.7408847,0.862372258,0.966230872,0.301577453,0.999999999,FALSE
 cuff ,FBgn0260932,FBgn0260932,0.479337521,0.999775474,-126.9327461,-129.1847869,148.5487102,0.140445343,0.949736616,0.901402562,0.999999999,FALSE
 par-1 ,FBgn0260934,FBgn0260934,0.956670187,0.999775474,-178.6507972,-179.1861123,1958.915546,0.659027788,0.949736616,0.971466328,0.999999999,FALSE
 Vps15 ,FBgn0260935,FBgn0260935,0.478805758,0.999775474,-119.9776246,-122.2316546,177.6172256,1,1,0.068063439,0.999999999,FALSE
 scny ,FBgn0260936,FBgn0260936,0.07530409,0.999775474,-172.9503106,-177.9490962,1305.591432,0.341839542,0.949736616,0.049199231,0.999999999,FALSE
 tay ,FBgn0260938,FBgn0260938,0.284177551,0.999775474,-147.8778754,-150.9945126,528.2594309,0.95887887,1,0.104568432,0.999999999,FALSE
 lsn ,FBgn0260940,FBgn0260940,0.716088377,0.999775474,-122.2544788,-123.7022429,120.3978504,0.342856523,0.949736616,0.860282472,0.999999999,FALSE
 app ,FBgn0260941,FBgn0260941,0.820385813,0.999775474,-130.6911849,-131.7927427,291.6408685,0.765149511,0.949736616,0.644127896,0.999999999,FALSE
 bond ,FBgn0260942,FBgn0260942,0.986494944,0.999775474,-41.94798987,-42.26395218,1.069809206,0.961227007,1,0.907139512,0.999999999,FALSE
