"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043067","GO:0043067","regulation of programmed cell death","5/18","221/11228",1.96274351381249e-05,0.000130757420004691,4.58312977650803e-05,"wg/en/dpp/Apc/Egfr",5
"GO:0035159","GO:0035159","regulation of tube length, open tracheal system","3/18","35/11228",2.19292436331027e-05,0.000144062947756355,5.04949688920128e-05,"dpp/fz/dsh",3
"GO:0060581","GO:0060581","cell fate commitment involved in pattern specification","3/18","35/11228",2.19292436331027e-05,0.000144062947756355,5.04949688920128e-05,"wg/fz/Egfr",3
"GO:0042127","GO:0042127","regulation of cell proliferation","5/18","231/11228",2.42988357607622e-05,0.000158528956066765,5.55653957505632e-05,"wg/dpp/fz/Egfr/pan",5
"GO:0051270","GO:0051270","regulation of cellular component movement","4/18","112/11228",2.57748821502196e-05,0.000167007113110327,5.85370430953076e-05,"fz/dsh/Apc/Egfr",4
"GO:0048865","GO:0048865","stem cell fate commitment","3/18","39/11228",3.04979417667876e-05,0.000196265666063817,6.87923498498968e-05,"en/nkd/Egfr",3
"GO:0003007","GO:0003007","heart morphogenesis","3/18","40/11228",3.29376990684374e-05,0.00021053421161312,7.37935647692588e-05,"wg/arm/dsh",3
"GO:0035088","GO:0035088","establishment or maintenance of apical/basal cell polarity","3/18","41/11228",3.55024214525081e-05,0.000223901937960485,7.8479036895018e-05,"fz/dsh/Egfr",3
"GO:0061245","GO:0061245","establishment or maintenance of bipolar cell polarity","3/18","41/11228",3.55024214525081e-05,0.000223901937960485,7.8479036895018e-05,"fz/dsh/Egfr",3
"GO:0043408","GO:0043408","regulation of MAPK cascade","4/18","122/11228",3.60876457406055e-05,0.000226085515699422,7.92443946203606e-05,"dpp/Tak1/sgg/Egfr",4
"GO:0007455","GO:0007455","eye-antennal disc morphogenesis","3/18","42/11228",3.81950528205758e-05,0.000237713947159636,8.3320232953472e-05,"dpp/Axn/Egfr",3
"GO:0090066","GO:0090066","regulation of anatomical structure size","5/18","255/11228",3.90694146308352e-05,0.000241566446018105,8.46705580234818e-05,"wg/dpp/fz/dsh/gish",5
"GO:0007443","GO:0007443","Malpighian tubule morphogenesis","3/18","44/11228",4.39757553016004e-05,0.000268393964614929,9.40737719524899e-05,"wg/dpp/Egfr",3
"GO:0061333","GO:0061333","renal tubule morphogenesis","3/18","44/11228",4.39757553016004e-05,0.000268393964614929,9.40737719524899e-05,"wg/dpp/Egfr",3
"GO:0051094","GO:0051094","positive regulation of developmental process","5/18","264/11228",4.61234859665733e-05,0.000279697549515246,9.8035749524093e-05,"wg/dpp/fz/dsh/Egfr",5
"GO:0008355","GO:0008355","olfactory learning","3/18","45/11228",4.70696515004621e-05,0.000281822090629349,9.87804145412763e-05,"sgg/gish/Egfr",3
"GO:0045570","GO:0045570","regulation of imaginal disc growth","3/18","45/11228",4.70696515004621e-05,0.000281822090629349,9.87804145412763e-05,"wg/dpp/Egfr",3
"GO:0032270","GO:0032270","positive regulation of cellular protein metabolic process","5/18","268/11228",4.95594056626768e-05,0.000294862878974165,0.000103351292841729,"dpp/Tak1/sgg/Axn/Egfr",5
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","5/18","271/11228",5.22643736279987e-05,0.000309013109075542,0.00010831103745276,"wg/dpp/fz/dsh/Egfr",5
"GO:0045596","GO:0045596","negative regulation of cell differentiation","4/18","135/11228",5.36649222398097e-05,0.000313458868983149,0.000109869304250242,"wg/sgg/Apc/Egfr",4
"GO:0035317","GO:0035317","imaginal disc-derived wing hair organization","3/18","47/11228",5.36790029336894e-05,0.000313458868983149,0.000109869304250242,"fz/dsh/tow",3
"GO:0048069","GO:0048069","eye pigmentation","3/18","48/11228",5.72002085111158e-05,0.000331971762279236,0.000116358189738466,"wg/arr/dsh",3
"GO:0000165","GO:0000165","MAPK cascade","4/18","138/11228",5.84779989679823e-05,0.000337318213559215,0.000118232154524483,"dpp/Tak1/sgg/Egfr",4
"GO:0035151","GO:0035151","regulation of tube size, open tracheal system","3/18","49/11228",6.08695802406292e-05,0.000348985593379608,0.0001223216445027,"dpp/fz/dsh",3
"GO:0032879","GO:0032879","regulation of localization","6/18","469/11228",6.21771455873398e-05,0.000354334817624238,0.00012419658123026,"fz/dsh/sgg/gish/Apc/Egfr",6
"GO:0048619","GO:0048619","embryonic hindgut morphogenesis","3/18","50/11228",6.4689962365598e-05,0.000366447331723687,0.000128442093571783,"wg/dpp/Egfr",3
"GO:0023014","GO:0023014","signal transduction by protein phosphorylation","4/18","142/11228",6.53775571791619e-05,0.000368137911258852,0.000129034652327293,"dpp/Tak1/sgg/Egfr",4
"GO:0022604","GO:0022604","regulation of cell morphogenesis","4/18","144/11228",6.90420081398914e-05,0.000386471832546374,0.000135460807001344,"ovo/dpp/fz/dsh",4
"GO:0008406","GO:0008406","gonad development","3/18","52/11228",7.27950732356634e-05,0.000402714264800804,0.0001411538816204,"en/dsh/Egfr",3
"GO:0045137","GO:0045137","development of primary sexual characteristics","3/18","52/11228",7.27950732356634e-05,0.000402714264800804,0.0001411538816204,"en/dsh/Egfr",3
"GO:0035150","GO:0035150","regulation of tube size","3/18","53/11228",7.70854290224496e-05,0.000423969859623473,0.000148604101236668,"dpp/fz/dsh",3
"GO:0010720","GO:0010720","positive regulation of cell development","4/18","152/11228",8.52159886703774e-05,0.000465978758856514,0.000163328484521867,"wg/fz/dsh/Egfr",4
"GO:0007450","GO:0007450","dorsal/ventral pattern formation, imaginal disc","3/18","56/11228",9.09412034254488e-05,0.000488808968411787,0.000171330616501294,"wg/Axn/Cow",3
"GO:0008306","GO:0008306","associative learning","3/18","56/11228",9.09412034254488e-05,0.000488808968411787,0.000171330616501294,"sgg/gish/Egfr",3
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","3/18","56/11228",9.09412034254488e-05,0.000488808968411787,0.000171330616501294,"sgg/Axn/Apc",3
"GO:0007442","GO:0007442","hindgut morphogenesis","3/18","57/11228",9.58972667059701e-05,0.00050680901845725,0.000177639747206002,"wg/dpp/Egfr",3
"GO:0007446","GO:0007446","imaginal disc growth","3/18","57/11228",9.58972667059701e-05,0.00050680901845725,0.000177639747206002,"wg/dpp/Egfr",3
"GO:0061525","GO:0061525","hindgut development","3/18","57/11228",9.58972667059701e-05,0.00050680901845725,0.000177639747206002,"wg/dpp/Egfr",3
"GO:0007474","GO:0007474","imaginal disc-derived wing vein specification","3/18","58/11228",0.000101026653660141,0.000530951190902739,0.000186101730426575,"en/dpp/Egfr",3
"GO:0045597","GO:0045597","positive regulation of cell differentiation","4/18","160/11228",0.000103994798933827,0.000543530827576797,0.000190510972167232,"wg/fz/dsh/Egfr",4
"GO:0035225","GO:0035225","determination of genital disc primordium","2/18","10/11228",0.000108409065634063,0.000554351222107154,0.000194303588476414,"wg/Egfr",2
"GO:0043506","GO:0043506","regulation of JUN kinase activity","2/18","10/11228",0.000108409065634063,0.000554351222107154,0.000194303588476414,"Tak1/sgg",2
"GO:0045198","GO:0045198","establishment of epithelial cell apical/basal polarity","2/18","10/11228",0.000108409065634063,0.000554351222107154,0.000194303588476414,"fz/dsh",2
"GO:0061320","GO:0061320","pericardial nephrocyte differentiation","2/18","10/11228",0.000108409065634063,0.000554351222107154,0.000194303588476414,"wg/dpp",2
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","3/18","61/11228",0.000117482041899659,0.000597516191597189,0.00020943318165474,"sgg/gish/tow",3
"GO:0030010","GO:0030010","establishment of cell polarity","3/18","62/11228",0.000123331948846038,0.000620595870257191,0.000217522754123751,"fz/dsh/sgg",3
"GO:0032386","GO:0032386","regulation of intracellular transport","3/18","62/11228",0.000123331948846038,0.000620595870257191,0.000217522754123751,"sgg/gish/Apc",3
"GO:0010631","GO:0010631","epithelial cell migration","4/18","168/11228",0.000125623087580066,0.000628780110321387,0.000220391381719414,"dpp/fz/dsh/Egfr",4
"GO:0090132","GO:0090132","epithelium migration","4/18","169/11228",0.000128539439757084,0.00063999110531685,0.000224320905947266,"dpp/fz/dsh/Egfr",4
"GO:0007445","GO:0007445","determination of imaginal disc primordium","2/18","11/11228",0.000132374123581661,0.000645494437671399,0.000226249858536208,"wg/Egfr",2
"GO:0030859","GO:0030859","polarized epithelial cell differentiation","2/18","11/11228",0.000132374123581661,0.000645494437671399,0.000226249858536208,"fz/dsh",2
"GO:0061331","GO:0061331","epithelial cell proliferation involved in Malpighian tubule morphogenesis","2/18","11/11228",0.000132374123581661,0.000645494437671399,0.000226249858536208,"wg/Egfr",2
"GO:2001013","GO:2001013","epithelial cell proliferation involved in renal tubule morphogenesis","2/18","11/11228",0.000132374123581661,0.000645494437671399,0.000226249858536208,"wg/Egfr",2
"GO:0007224","GO:0007224","smoothened signaling pathway","3/18","64/11228",0.000135595066613387,0.000657809912903918,0.00023056651003086,"sgg/gish/tow",3
"GO:0061326","GO:0061326","renal tubule development","3/18","65/11228",0.000142013614945829,0.000681953704257636,0.000239029060688945,"wg/dpp/Egfr",3
"GO:0072002","GO:0072002","Malpighian tubule development","3/18","65/11228",0.000142013614945829,0.000681953704257636,0.000239029060688945,"wg/dpp/Egfr",3
"GO:0046620","GO:0046620","regulation of organ growth","3/18","66/11228",0.000148627028152801,0.000710106912285604,0.000248896937097992,"wg/dpp/Egfr",3
"GO:0090130","GO:0090130","tissue migration","4/18","177/11228",0.000153674584611897,0.000730533452476658,0.00025605656785373,"dpp/fz/dsh/Egfr",4
"GO:0035214","GO:0035214","eye-antennal disc development","3/18","67/11228",0.00015543794538761,0.000735221481683393,0.000257699751563669,"dpp/Axn/Egfr",3
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","2/18","12/11228",0.000158698085022167,0.000743209843717674,0.000260499722678388,"fz/dsh",2
"GO:0035089","GO:0035089","establishment of apical/basal cell polarity","2/18","12/11228",0.000158698085022167,0.000743209843717674,0.000260499722678388,"fz/dsh",2
"GO:0007612","GO:0007612","learning","3/18","68/11228",0.000162448994017723,0.000753317393827282,0.000264042482536546,"sgg/gish/Egfr",3
"GO:0048546","GO:0048546","digestive tract morphogenesis","3/18","68/11228",0.000162448994017723,0.000753317393827282,0.000264042482536546,"wg/dpp/Egfr",3
"GO:0040017","GO:0040017","positive regulation of locomotion","3/18","69/11228",0.000169662789655305,0.000782931702506918,0.000274422483909735,"fz/dsh/Egfr",3
"GO:0051272","GO:0051272","positive regulation of cellular component movement","3/18","71/11228",0.000184709025807813,0.000848114655309445,0.000297269518663041,"fz/dsh/Egfr",3
"GO:0050673","GO:0050673","epithelial cell proliferation","2/18","13/11228",0.000187374168033482,0.000848114655309445,0.000297269518663041,"wg/Egfr",2
"GO:0061318","GO:0061318","renal filtration cell differentiation","2/18","13/11228",0.000187374168033482,0.000848114655309445,0.000297269518663041,"wg/dpp",2
"GO:0061319","GO:0061319","nephrocyte differentiation","2/18","13/11228",0.000187374168033482,0.000848114655309445,0.000297269518663041,"wg/dpp",2
"GO:0042176","GO:0042176","regulation of protein catabolic process","3/18","72/11228",0.000192546639044533,0.000863265974104872,0.00030258015115504,"sgg/Axn/Apc",3
"GO:0110053","GO:0110053","regulation of actin filament organization","3/18","72/11228",0.000192546639044533,0.000863265974104872,0.00030258015115504,"fz/dsh/gish",3
"GO:0001667","GO:0001667","ameboidal-type cell migration","4/18","190/11228",0.000201871706288852,0.000900804878062518,0.000315737772993984,"dpp/fz/dsh/Egfr",4
"GO:0001655","GO:0001655","urogenital system development","3/18","74/11228",0.000208863700344674,0.000919000281516564,0.000322115376296559,"wg/dpp/Egfr",3
"GO:0007616","GO:0007616","long-term memory","3/18","74/11228",0.000208863700344674,0.000919000281516564,0.000322115376296559,"wg/arm/arr",3
"GO:0072001","GO:0072001","renal system development","3/18","74/11228",0.000208863700344674,0.000919000281516564,0.000322115376296559,"wg/dpp/Egfr",3
"GO:0009967","GO:0009967","positive regulation of signal transduction","5/18","366/11228",0.000216033933958399,0.000946148618169656,0.000331631038971227,"dpp/Tak1/gish/Egfr/Cow",5
"GO:0045773","GO:0045773","positive regulation of axon extension","2/18","15/11228",0.000251755639261529,0.00107546591984384,0.000376957566207644,"fz/dsh",2
"GO:0061162","GO:0061162","establishment of monopolar cell polarity","2/18","15/11228",0.000251755639261529,0.00107546591984384,0.000376957566207644,"fz/dsh",2
"GO:0061339","GO:0061339","establishment or maintenance of monopolar cell polarity","2/18","15/11228",0.000251755639261529,0.00107546591984384,0.000376957566207644,"fz/dsh",2
"GO:1902669","GO:1902669","positive regulation of axon guidance","2/18","15/11228",0.000251755639261529,0.00107546591984384,0.000376957566207644,"fz/dsh",2
"GO:0035222","GO:0035222","wing disc pattern formation","3/18","79/11228",0.00025351892190822,0.00107546591984384,0.000376957566207644,"en/dpp/Cow",3
"GO:0035265","GO:0035265","organ growth","3/18","79/11228",0.00025351892190822,0.00107546591984384,0.000376957566207644,"wg/dpp/Egfr",3
"GO:0042048","GO:0042048","olfactory behavior","3/18","79/11228",0.00025351892190822,0.00107546591984384,0.000376957566207644,"sgg/gish/Egfr",3
"GO:0046530","GO:0046530","photoreceptor cell differentiation","4/18","202/11228",0.000255303598858328,0.00107820180589276,0.00037791651146792,"arm/fz/dsh/Egfr",4
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","3/18","80/11228",0.000263132233400049,0.0011063248568731,0.000387773817642178,"Tak1/fz/dsh",3
"GO:0001932","GO:0001932","regulation of protein phosphorylation","4/18","206/11228",0.000275187430253708,0.00115189074787614,0.000403744948905068,"dpp/Tak1/sgg/Egfr",4
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process","4/18","207/11228",0.000280328068756352,0.0011682394407203,0.00040947526852887,"dpp/sgg/Apc/Egfr",4
"GO:0050921","GO:0050921","positive regulation of chemotaxis","2/18","16/11228",0.000287447531747277,0.00119265510979352,0.000418033114036898,"fz/dsh",2
"GO:0048608","GO:0048608","reproductive structure development","3/18","83/11228",0.000293381389557618,0.00120669041096307,0.000422952575334782,"en/dsh/Egfr",3
"GO:0061458","GO:0061458","reproductive system development","3/18","83/11228",0.000293381389557618,0.00120669041096307,0.000422952575334782,"en/dsh/Egfr",3
"GO:0010647","GO:0010647","positive regulation of cell communication","5/18","398/11228",0.000319029401741266,0.00130086988813464,0.000455963074176492,"dpp/Tak1/gish/Egfr/Cow",5
"GO:0023056","GO:0023056","positive regulation of signaling","5/18","398/11228",0.000319029401741266,0.00130086988813464,0.000455963074176492,"dpp/Tak1/gish/Egfr/Cow",5
"GO:0048100","GO:0048100","wing disc anterior/posterior pattern formation","2/18","17/11228",0.000325464554296491,0.00131710609046442,0.00046165396516779,"en/dpp",2
"GO:0010721","GO:0010721","negative regulation of cell development","3/18","86/11228",0.000325795798275555,0.00131710609046442,0.00046165396516779,"sgg/Apc/Egfr",3
"GO:0033043","GO:0033043","regulation of organelle organization","5/18","402/11228",0.000334153299495992,0.00134514477158812,0.000471481699176875,"fz/dsh/sgg/gish/Apc",5
"GO:0009894","GO:0009894","regulation of catabolic process","4/18","219/11228",0.000347554006888034,0.00139316140049187,0.000488311829481404,"Tak1/sgg/Axn/Apc",4
"GO:0007479","GO:0007479","leg disc proximal/distal pattern formation","2/18","18/11228",0.00036579999296417,0.00144186163893377,0.000505381569226813,"dpp/Egfr",2
"GO:0010002","GO:0010002","cardioblast differentiation","2/18","18/11228",0.00036579999296417,0.00144186163893377,0.000505381569226813,"wg/dpp",2
"GO:0035146","GO:0035146","tube fusion","2/18","18/11228",0.00036579999296417,0.00144186163893377,0.000505381569226813,"wg/arm",2
"GO:0035147","GO:0035147","branch fusion, open tracheal system","2/18","18/11228",0.00036579999296417,0.00144186163893377,0.000505381569226813,"wg/arm",2
"GO:0007369","GO:0007369","gastrulation","3/18","92/11228",0.0003973808721527,0.00155984358944587,0.000546734984617167,"arm/dpp/pan",3
"GO:0006468","GO:0006468","protein phosphorylation","5/18","420/11228",0.000409103157932951,0.00159922143555608,0.000560537167241756,"dpp/Tak1/sgg/gish/Egfr",5
"GO:0042325","GO:0042325","regulation of phosphorylation","4/18","231/11228",0.000425676549275955,0.00165716055808664,0.000580845193943798,"dpp/Tak1/sgg/Egfr",4
"GO:0014019","GO:0014019","neuroblast development","2/18","20/11228",0.000453399330489734,0.00175785150263643,0.00061613800303825,"wg/arm",2
"GO:0007435","GO:0007435","salivary gland morphogenesis","3/18","97/11228",0.000464219940186796,0.00178517098949882,0.000625713654937273,"fz/dsh/pan",3
"GO:0022612","GO:0022612","gland morphogenesis","3/18","97/11228",0.000464219940186796,0.00178517098949882,0.000625713654937273,"fz/dsh/pan",3
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","3/18","99/11228",0.000492854826231046,0.00188761403082821,0.000661620584968163,"fz/dsh/gish",3
"GO:0007498","GO:0007498","mesoderm development","3/18","100/11228",0.000507588382530172,0.00192885347933027,0.000676075270934721,"wg/dpp/pan",3
"GO:0097435","GO:0097435","supramolecular fiber organization","4/18","242/11228",0.000507700334411455,0.00192885347933027,0.000676075270934721,"fz/dsh/gish/Apc",4
"GO:0045934","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","5/18","441/11228",0.000512022593131171,0.00193749349240835,0.000679103649837132,"wg/arm/ovo/en/pan",5
"GO:0032970","GO:0032970","regulation of actin filament-based process","3/18","101/11228",0.000522602358229656,0.00196964872862651,0.000690374262287027,"fz/dsh/gish",3
"GO:0007449","GO:0007449","proximal/distal pattern formation, imaginal disc","2/18","22/11228",0.000550192102907464,0.00206540368789866,0.000723936977509822,"dpp/Egfr",2
"GO:0043069","GO:0043069","negative regulation of programmed cell death","3/18","106/11228",0.000601956707000218,0.00223314135224395,0.000782730083405857,"en/Apc/Egfr",3
"GO:0048565","GO:0048565","digestive tract development","3/18","106/11228",0.000601956707000218,0.00223314135224395,0.000782730083405857,"wg/dpp/Egfr",3
"GO:0055123","GO:0055123","digestive system development","3/18","106/11228",0.000601956707000218,0.00223314135224395,0.000782730083405857,"wg/dpp/Egfr",3
"GO:0035168","GO:0035168","larval lymph gland hemocyte differentiation","2/18","24/11228",0.000656125084158925,0.0024161295410642,0.00084686859400826,"wg/dpp",2
"GO:0010558","GO:0010558","negative regulation of macromolecule biosynthetic process","5/18","466/11228",0.000658944420290236,0.0024161295410642,0.00084686859400826,"wg/arm/ovo/en/pan",5
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","5/18","466/11228",0.000658944420290236,0.0024161295410642,0.00084686859400826,"wg/arm/ovo/en/pan",5
"GO:0040012","GO:0040012","regulation of locomotion","3/18","110/11228",0.000670713808133913,0.00244978865828063,0.000858666326202734,"fz/dsh/Egfr",3
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","3/18","111/11228",0.000688653656654423,0.00250563984305802,0.000878242517595722,"dpp/Tak1/Egfr",3
"GO:0006915","GO:0006915","apoptotic process","4/18","264/11228",0.000704783020903793,0.00253393774216643,0.000888161109138115,"en/dpp/Tak1/Egfr",4
"GO:0001737","GO:0001737","establishment of imaginal disc-derived wing hair orientation","2/18","25/11228",0.000712502578664132,0.00253393774216643,0.000888161109138115,"fz/dsh",2
"GO:0046660","GO:0046660","female sex differentiation","2/18","25/11228",0.000712502578664132,0.00253393774216643,0.000888161109138115,"en/dsh",2
"GO:0048864","GO:0048864","stem cell development","2/18","25/11228",0.000712502578664132,0.00253393774216643,0.000888161109138115,"wg/arm",2
"GO:0050772","GO:0050772","positive regulation of axonogenesis","2/18","25/11228",0.000712502578664132,0.00253393774216643,0.000888161109138115,"fz/dsh",2
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","2/18","25/11228",0.000712502578664132,0.00253393774216643,0.000888161109138115,"dpp/pan",2
"GO:0009890","GO:0009890","negative regulation of biosynthetic process","5/18","477/11228",0.000732844256795673,0.0025868308467489,0.000906700474825754,"wg/arm/ovo/en/pan",5
"GO:0031327","GO:0031327","negative regulation of cellular biosynthetic process","5/18","477/11228",0.000732844256795673,0.0025868308467489,0.000906700474825754,"wg/arm/ovo/en/pan",5
"GO:0010975","GO:0010975","regulation of neuron projection development","3/18","114/11228",0.000744308831136502,0.00261753217195216,0.000917461482324392,"fz/dsh/sgg",3
"GO:0019220","GO:0019220","regulation of phosphate metabolic process","4/18","270/11228",0.000766820243077176,0.00266242123588541,0.000933195381444203,"dpp/Tak1/sgg/Egfr",4
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process","4/18","270/11228",0.000766820243077176,0.00266242123588541,0.000933195381444203,"dpp/Tak1/sgg/Egfr",4
"GO:0030516","GO:0030516","regulation of axon extension","2/18","26/11228",0.000771145262825162,0.00266242123588541,0.000933195381444203,"fz/dsh",2
"GO:0043405","GO:0043405","regulation of MAP kinase activity","2/18","26/11228",0.000771145262825162,0.00266242123588541,0.000933195381444203,"Tak1/sgg",2
"GO:0061387","GO:0061387","regulation of extent of cell growth","2/18","26/11228",0.000771145262825162,0.00266242123588541,0.000933195381444203,"fz/dsh",2
"GO:0072089","GO:0072089","stem cell proliferation","3/18","117/11228",0.000802761802583609,0.00276150060088762,0.000967923321775452,"wg/Apc/pan",3
"GO:0007613","GO:0007613","memory","3/18","118/11228",0.000822877618470208,0.00282044285171311,0.000988582951251394,"wg/arm/arr",3
"GO:0007398","GO:0007398","ectoderm development","2/18","27/11228",0.000832046543634506,0.00283135262690015,0.00099240689604267,"wg/dpp",2
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","2/18","27/11228",0.000832046543634506,0.00283135262690015,0.00099240689604267,"gish/Apc",2
"GO:0009896","GO:0009896","positive regulation of catabolic process","3/18","119/11228",0.000843312631441511,0.00285940411951136,0.00100223912055867,"sgg/Axn/Apc",3
"GO:0007298","GO:0007298","border follicle cell migration","3/18","120/11228",0.000864068896696936,0.00290892945293702,0.00101959806128314,"fz/dsh/Egfr",3
"GO:0042327","GO:0042327","positive regulation of phosphorylation","3/18","120/11228",0.000864068896696936,0.00290892945293702,0.00101959806128314,"dpp/Tak1/Egfr",3
"GO:0009954","GO:0009954","proximal/distal pattern formation","2/18","28/11228",0.000895199841410177,0.00298189806328883,0.0010451740179548,"dpp/Egfr",2
"GO:0033157","GO:0033157","regulation of intracellular protein transport","2/18","28/11228",0.000895199841410177,0.00298189806328883,0.0010451740179548,"sgg/Apc",2
"GO:0035051","GO:0035051","cardiocyte differentiation","2/18","28/11228",0.000895199841410177,0.00298189806328883,0.0010451740179548,"wg/dpp",2
"GO:0060548","GO:0060548","negative regulation of cell death","3/18","126/11228",0.000995466589549212,0.00330425050425809,0.00115816057509881,"en/Apc/Egfr",3
"GO:0098609","GO:0098609","cell-cell adhesion","3/18","127/11228",0.00101852830898449,0.00336897825279484,0.00118084805789515,"arm/fz/Egfr",3
"GO:0014017","GO:0014017","neuroblast fate commitment","2/18","30/11228",0.00102823623562651,0.00337747041285651,0.00118382461338578,"en/nkd",2
"GO:1902667","GO:1902667","regulation of axon guidance","2/18","30/11228",0.00102823623562651,0.00337747041285651,0.00118382461338578,"fz/dsh",2
"GO:0006935","GO:0006935","chemotaxis","4/18","294/11228",0.00105421172802373,0.00345081070834066,0.00120953084803306,"en/dpp/fz/dsh",4
"GO:0010562","GO:0010562","positive regulation of phosphorus metabolic process","3/18","130/11228",0.00108974527656281,0.00354260835611139,0.00124170650069555,"dpp/Tak1/Egfr",3
"GO:0045937","GO:0045937","positive regulation of phosphate metabolic process","3/18","130/11228",0.00108974527656281,0.00354260835611139,0.00124170650069555,"dpp/Tak1/Egfr",3
"GO:0045197","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","2/18","31/11228",0.00109810623913044,0.00355756336375819,0.00124694832489577,"fz/dsh",2
"GO:0007635","GO:0007635","chemosensory behavior","3/18","131/11228",0.00111416804869787,0.00359727977497674,0.00126086917671934,"sgg/gish/Egfr",3
"GO:0007297","GO:0007297","ovarian follicle cell migration","3/18","132/11228",0.00113893594397015,0.00366473946597197,0.00128451422252272,"fz/dsh/Egfr",3
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","2/18","32/11228",0.00117020207368285,0.00375258020916601,0.00131530295525458,"sgg/Axn",2
"GO:0050920","GO:0050920","regulation of chemotaxis","2/18","33/11228",0.00124451722589582,0.00396401783063114,0.00138941317085658,"fz/dsh",2
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","2/18","33/11228",0.00124451722589582,0.00396401783063114,0.00138941317085658,"gish/Apc",2
"GO:0060322","GO:0060322","head development","3/18","137/11228",0.00126801926512873,0.00402532290205295,0.00141090098380625,"en/dpp/Apc",3
"GO:0031399","GO:0031399","regulation of protein modification process","4/18","311/11228",0.00129906387681803,0.0041100816972236,0.00144060947438014,"dpp/Tak1/sgg/Egfr",4
"GO:0051130","GO:0051130","positive regulation of cellular component organization","4/18","312/11228",0.00131460946652934,0.0041244513366759,0.00144564612334807,"fz/dsh/sgg/gish",4
"GO:0048332","GO:0048332","mesoderm morphogenesis","2/18","34/11228",0.00132104519557378,0.0041244513366759,0.00144564612334807,"wg/pan",2
"GO:0051017","GO:0051017","actin filament bundle assembly","2/18","34/11228",0.00132104519557378,0.0041244513366759,0.00144564612334807,"fz/dsh",2
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","2/18","34/11228",0.00132104519557378,0.0041244513366759,0.00144564612334807,"sgg/Axn",2
"GO:0060341","GO:0060341","regulation of cellular localization","3/18","140/11228",0.0013497323598536,0.00420015398822864,0.00147218037864918,"sgg/gish/Apc",3
"GO:0044087","GO:0044087","regulation of cellular component biogenesis","4/18","317/11228",0.00139431153591031,0.00432465151793821,0.00151581754551078,"fz/dsh/sgg/gish",4
"GO:0045879","GO:0045879","negative regulation of smoothened signaling pathway","2/18","36/11228",0.00148071365237155,0.00456272024476706,0.00159926213096876,"sgg/tow",2
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","2/18","36/11228",0.00148071365237155,0.00456272024476706,0.00159926213096876,"sgg/Axn",2
"GO:0061572","GO:0061572","actin filament bundle organization","2/18","37/11228",0.00156384120486329,0.00478768213527726,0.00167811268789622,"fz/dsh",2
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","2/18","37/11228",0.00156384120486329,0.00478768213527726,0.00167811268789622,"gish/Cow",2
"GO:0007015","GO:0007015","actin filament organization","3/18","148/11228",0.00158369902961893,0.00481729672675082,0.00168849278839046,"fz/dsh/gish",3
"GO:0120035","GO:0120035","regulation of plasma membrane bounded cell projection organization","3/18","148/11228",0.00158369902961893,0.00481729672675082,0.00168849278839046,"fz/dsh/sgg",3
"GO:0031344","GO:0031344","regulation of cell projection organization","3/18","149/11228",0.0016146204124628,0.00489561189163401,0.0017159427460384,"fz/dsh/sgg",3
"GO:0001704","GO:0001704","formation of primary germ layer","2/18","38/11228",0.00164915570551988,0.00496847546949619,0.00174148188816212,"dpp/pan",2
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","2/18","38/11228",0.00164915570551988,0.00496847546949619,0.00174148188816212,"sgg/Axn",2
"GO:0010770","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","2/18","39/11228",0.0017366507197768,0.00519896069907865,0.00182226841015887,"fz/dsh",2
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","2/18","39/11228",0.0017366507197768,0.00519896069907865,0.00182226841015887,"sgg/Axn",2
"GO:0032101","GO:0032101","regulation of response to external stimulus","3/18","154/11228",0.00177493615584104,0.00529681262910292,0.00185656612681364,"Tak1/fz/dsh",3
"GO:0045944","GO:0045944","positive regulation of transcription by RNA polymerase II","4/18","340/11228",0.00180521242807408,0.00537022313508829,0.001882296970683,"arm/ovo/en/pan",4
