"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033043","GO:0033043","regulation of organelle organization","2/21","394/11267",0.165999444690142,1,0.263055604022867,"mu2/ncd",2
"GO:0006401","GO:0006401","RNA catabolic process","1/21","97/11267",0.166180445758365,1,0.263055604022867,"CG8777",1
"GO:0006887","GO:0006887","exocytosis","1/21","97/11267",0.166180445758365,1,0.263055604022867,"Hrs",1
"GO:0034330","GO:0034330","cell junction organization","1/21","97/11267",0.166180445758365,1,0.263055604022867,"cindr",1
"GO:0006839","GO:0006839","mitochondrial transport","1/21","98/11267",0.16774805637959,1,0.263055604022867,"CG5059",1
"GO:0050657","GO:0050657","nucleic acid transport","1/21","98/11267",0.16774805637959,1,0.263055604022867,"ncd",1
"GO:0050658","GO:0050658","RNA transport","1/21","98/11267",0.16774805637959,1,0.263055604022867,"ncd",1
"GO:0060627","GO:0060627","regulation of vesicle-mediated transport","1/21","98/11267",0.16774805637959,1,0.263055604022867,"cindr",1
"GO:0006119","GO:0006119","oxidative phosphorylation","1/21","99/11267",0.169312859926553,1,0.263055604022867,"Etf-QO",1
"GO:0016197","GO:0016197","endosomal transport","1/21","99/11267",0.169312859926553,1,0.263055604022867,"Hrs",1
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","1/21","99/11267",0.169312859926553,1,0.263055604022867,"ncd",1
"GO:0031023","GO:0031023","microtubule organizing center organization","1/21","100/11267",0.1708748611749,1,0.263183882784762,"ncd",1
"GO:0051236","GO:0051236","establishment of RNA localization","1/21","100/11267",0.1708748611749,1,0.263183882784762,"ncd",1
"GO:0035218","GO:0035218","leg disc development","1/21","105/11267",0.178642999546809,1,0.272863834065649,"RhoGAP15B",1
"GO:0030855","GO:0030855","epithelial cell differentiation","2/21","413/11267",0.178693519735004,1,0.272863834065649,"cindr/Hrs",2
"GO:0019752","GO:0019752","carboxylic acid metabolic process","2/21","415/11267",0.180039686824648,1,0.273744553066716,"Aldh/Etf-QO",2
"GO:0051270","GO:0051270","regulation of cellular component movement","1/21","107/11267",0.181730805092737,1,0.275140031898522,"Hrs",1
"GO:0016042","GO:0016042","lipid catabolic process","1/21","108/11267",0.183270558954121,1,0.276295490305499,"Etf-QO",1
"GO:1902275","GO:1902275","regulation of chromatin organization","1/21","109/11267",0.184807553152702,1,0.277437055143741,"mu2",1
"GO:0040012","GO:0040012","regulation of locomotion","1/21","110/11267",0.186341792387672,1,0.278513899546127,"Hrs",1
"GO:0060271","GO:0060271","cilium assembly","1/21","111/11267",0.187873281350642,1,0.278513899546127,"LRR",1
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","1/21","111/11267",0.187873281350642,1,0.278513899546127,"Cap-G",1
"GO:2000241","GO:2000241","regulation of reproductive process","1/21","112/11267",0.189402024725655,1,0.279478140376562,"Hrs",1
"GO:0043436","GO:0043436","oxoacid metabolic process","2/21","430/11267",0.190190592575857,1,0.279478140376562,"Aldh/Etf-QO",2
"GO:0006082","GO:0006082","organic acid metabolic process","2/21","432/11267",0.191550940372869,1,0.279478140376562,"Aldh/Etf-QO",2
"GO:0006342","GO:0006342","chromatin silencing","1/21","114/11267",0.192451293410192,1,0.279478140376562,"mu2",1
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","1/21","114/11267",0.192451293410192,1,0.279478140376562,"mu2",1
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","1/21","117/11267",0.197004721194366,1,0.283774113631774,"Hrs",1
"GO:0015931","GO:0015931","nucleobase-containing compound transport","1/21","117/11267",0.197004721194366,1,0.283774113631774,"ncd",1
"GO:0032879","GO:0032879","regulation of localization","2/21","442/11267",0.198375079782125,1,0.284595827531232,"cindr/Hrs",2
"GO:1902532","GO:1902532","negative regulation of intracellular signal transduction","1/21","119/11267",0.200026743763069,1,0.285812891109352,"LRR",1
"GO:0044782","GO:0044782","cilium organization","1/21","120/11267",0.201533690155334,1,0.286814262200012,"LRR",1
"GO:0006631","GO:0006631","fatty acid metabolic process","1/21","122/11267",0.204539476237856,1,0.289932241427533,"Etf-QO",1
"GO:0010876","GO:0010876","lipid localization","1/21","127/11267",0.212006866914181,1,0.298141547813577,"CG3164",1
"GO:0198738","GO:0198738","cell-cell signaling by wnt","1/21","127/11267",0.212006866914181,1,0.298141547813577,"Hrs",1
"GO:0007051","GO:0007051","spindle organization","1/21","129/11267",0.214975089537629,1,0.301125488038618,"ncd",1
"GO:0006979","GO:0006979","response to oxidative stress","1/21","133/11267",0.220879620393278,1,0.306979077684737,"whd",1
"GO:0023061","GO:0023061","signal release","1/21","133/11267",0.220879620393278,1,0.306979077684737,"Hrs",1
"GO:0019637","GO:0019637","organophosphate metabolic process","2/21","477/11267",0.222511483181798,1,0.308043748988113,"RnrS/Etf-QO",2
"GO:0030162","GO:0030162","regulation of proteolysis","1/21","136/11267",0.225280236123775,1,0.310667971480359,"RnrS",1
"GO:0000278","GO:0000278","mitotic cell cycle","2/21","486/11267",0.228769674904635,1,0.314261939108989,"ncd/Cap-G",2
"GO:0022411","GO:0022411","cellular component disassembly","1/21","140/11267",0.231110911847467,1,0.31581345337425,"Cap-G",1
"GO:0042594","GO:0042594","response to starvation","1/21","141/11267",0.232562037114943,1,0.31581345337425,"whd",1
"GO:0060548","GO:0060548","negative regulation of cell death","1/21","141/11267",0.232562037114943,1,0.31581345337425,"Aldh",1
"GO:0044282","GO:0044282","small molecule catabolic process","1/21","142/11267",0.234010553852368,1,0.316572212135683,"Etf-QO",1
"GO:0010720","GO:0010720","positive regulation of cell development","1/21","143/11267",0.235456466514759,1,0.317321713245568,"Hrs",1
"GO:0009165","GO:0009165","nucleotide biosynthetic process","1/21","144/11267",0.236899779549925,1,0.318062067479145,"RnrS",1
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","1/21","145/11267",0.238340497398478,1,0.318793383936231,"RnrS",1
"GO:0007015","GO:0007015","actin filament organization","1/21","147/11267",0.241214165262264,1,0.321428692523735,"cindr",1
"GO:0045597","GO:0045597","positive regulation of cell differentiation","1/21","150/11267",0.245505313760968,1,0.325926143170492,"Hrs",1
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","1/21","152/11267",0.248353228618046,1,0.328481280660926,"ncd",1
"GO:0046034","GO:0046034","ATP metabolic process","1/21","153/11267",0.249773343975583,1,0.329136024420066,"Etf-QO",1
"GO:0006790","GO:0006790","sulfur compound metabolic process","1/21","156/11267",0.254018374258846,1,0.333494699939755,"CG10365",1
"GO:0007219","GO:0007219","Notch signaling pathway","1/21","161/11267",0.261042633406012,1,0.334571778081236,"Hrs",1
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","1/21","161/11267",0.261042633406012,1,0.334571778081236,"Etf-QO",1
"GO:0031667","GO:0031667","response to nutrient levels","1/21","161/11267",0.261042633406012,1,0.334571778081236,"whd",1
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","1/21","162/11267",0.262439905574072,1,0.334571778081236,"Etf-QO",1
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","1/21","163/11267",0.263834661268168,1,0.334571778081236,"Etf-QO",1
"GO:0009991","GO:0009991","response to extracellular stimulus","1/21","163/11267",0.263834661268168,1,0.334571778081236,"whd",1
"GO:0050776","GO:0050776","regulation of immune response","1/21","164/11267",0.265226904794228,1,0.334571778081236,"LRR",1
"GO:0006914","GO:0006914","autophagy","1/21","165/11267",0.266616640451197,1,0.334571778081236,"mv",1
"GO:0007018","GO:0007018","microtubule-based movement","1/21","165/11267",0.266616640451197,1,0.334571778081236,"ncd",1
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","1/21","165/11267",0.266616640451197,1,0.334571778081236,"Etf-QO",1
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","1/21","165/11267",0.266616640451197,1,0.334571778081236,"Etf-QO",1
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","1/21","165/11267",0.266616640451197,1,0.334571778081236,"mv",1
"GO:0031401","GO:0031401","positive regulation of protein modification process","1/21","166/11267",0.26800387253105,1,0.334571778081236,"Hrs",1
"GO:0120031","GO:0120031","plasma membrane bounded cell projection assembly","1/21","166/11267",0.26800387253105,1,0.334571778081236,"LRR",1
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","1/21","168/11267",0.270770843092524,1,0.336844111024192,"Etf-QO",1
"GO:0010256","GO:0010256","endomembrane system organization","1/21","170/11267",0.273527850675461,1,0.338153176436879,"Gmap",1
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","1/21","171/11267",0.274902629006164,1,0.338153176436879,"Etf-QO",1
"GO:0043900","GO:0043900","regulation of multi-organism process","1/21","173/11267",0.277644755997947,1,0.338153176436879,"Hrs",1
"GO:0006281","GO:0006281","DNA repair","1/21","174/11267",0.279012113139108,1,0.338153176436879,"mu2",1
"GO:0006323","GO:0006323","DNA packaging","1/21","174/11267",0.279012113139108,1,0.338153176436879,"Cap-G",1
"GO:0032535","GO:0032535","regulation of cellular component size","1/21","174/11267",0.279012113139108,1,0.338153176436879,"mv",1
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","1/21","175/11267",0.280377005019039,1,0.338153176436879,"Etf-QO",1
"GO:0015672","GO:0015672","monovalent inorganic cation transport","1/21","175/11267",0.280377005019039,1,0.338153176436879,"CG4239",1
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","1/21","175/11267",0.280377005019039,1,0.338153176436879,"CG8777",1
"GO:0030031","GO:0030031","cell projection assembly","1/21","176/11267",0.281739435860601,1,0.338648397300438,"LRR",1
"GO:0007169","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","1/21","178/11267",0.284456931285798,1,0.34076357531313,"Hrs",1
"GO:0006403","GO:0006403","RNA localization","1/21","179/11267",0.285812004280928,1,0.341237928106512,"ncd",1
"GO:0140013","GO:0140013","meiotic nuclear division","1/21","183/11267",0.291207895960839,1,0.34651740480466,"ncd",1
"GO:0048469","GO:0048469","cell maturation","1/21","184/11267",0.292550789698192,1,0.346954971642067,"Hrs",1
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","1/21","187/11267",0.296564947484028,1,0.350547131490126,"ncd",1
"GO:0040029","GO:0040029","regulation of gene expression, epigenetic","1/21","188/11267",0.297898172764067,1,0.350957066553694,"mu2",1
"GO:0032269","GO:0032269","negative regulation of cellular protein metabolic process","1/21","193/11267",0.304528280205306,1,0.356777666352444,"Hrs",1
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","1/21","194/11267",0.30584712670302,1,0.356777666352444,"CG8777",1
"GO:0051248","GO:0051248","negative regulation of protein metabolic process","1/21","194/11267",0.30584712670302,1,0.356777666352444,"Hrs",1
"GO:0016458","GO:0016458","gene silencing","1/21","196/11267",0.308477677503381,1,0.357501988671842,"mu2",1
"GO:0046700","GO:0046700","heterocycle catabolic process","1/21","196/11267",0.308477677503381,1,0.357501988671842,"CG8777",1
"GO:0071103","GO:0071103","DNA conformation change","1/21","197/11267",0.309789389974922,1,0.35785650653289,"Cap-G",1
"GO:0019439","GO:0019439","aromatic compound catabolic process","1/21","200/11267",0.313710324548995,1,0.361213046150776,"CG8777",1
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","1/21","208/11267",0.324062708665664,1,0.371929356634956,"CG8777",1
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","1/21","209/11267",0.325346249954933,1,0.372201836130537,"Etf-QO",1
"GO:0007005","GO:0007005","mitochondrion organization","1/21","212/11267",0.329182960947103,1,0.375384078273012,"CG5059",1
"GO:0061024","GO:0061024","membrane organization","1/21","214/11267",0.331729214022488,1,0.377079113299482,"CG5059",1
"GO:0001932","GO:0001932","regulation of protein phosphorylation","1/21","216/11267",0.334266260731074,1,0.377550530082216,"Hrs",1
"GO:0032940","GO:0032940","secretion by cell","1/21","216/11267",0.334266260731074,1,0.377550530082216,"Hrs",1
"GO:0006974","GO:0006974","cellular response to DNA damage stimulus","1/21","221/11267",0.340568806955826,1,0.383451887911623,"mu2",1
"GO:1903046","GO:1903046","meiotic cell cycle process","1/21","225/11267",0.345569887755064,1,0.387855294906896,"ncd",1
"GO:0021700","GO:0021700","developmental maturation","1/21","234/11267",0.356690579456688,1,0.397826813583107,"Hrs",1
"GO:0090407","GO:0090407","organophosphate biosynthetic process","1/21","234/11267",0.356690579456688,1,0.397826813583107,"RnrS",1
"GO:0097435","GO:0097435","supramolecular fiber organization","1/21","236/11267",0.359137285174753,1,0.398280569880107,"cindr",1
"GO:0007424","GO:0007424","open tracheal system development","1/21","237/11267",0.360357312099904,1,0.398280569880107,"Hrs",1
"GO:0002682","GO:0002682","regulation of immune system process","1/21","238/11267",0.361575126827547,1,0.398280569880107,"LRR",1
"GO:0051321","GO:0051321","meiotic cell cycle","1/21","238/11267",0.361575126827547,1,0.398280569880107,"ncd",1
"GO:0046903","GO:0046903","secretion","1/21","239/11267",0.362790733168704,1,0.398386185220994,"Hrs",1
"GO:0042325","GO:0042325","regulation of phosphorylation","1/21","240/11267",0.364004134928176,1,0.398488737184529,"Hrs",1
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","1/21","244/11267",0.368835772028052,1,0.402539525171074,"Etf-QO",1
"GO:0090066","GO:0090066","regulation of anatomical structure size","1/21","245/11267",0.370038207734068,1,0.402616817042057,"mv",1
"GO:0060541","GO:0060541","respiratory system development","1/21","246/11267",0.371238461557111,1,0.402691270880307,"Hrs",1
"GO:0006163","GO:0006163","purine nucleotide metabolic process","1/21","252/11267",0.378394375168849,1,0.406733340140152,"Etf-QO",1
"GO:0009259","GO:0009259","ribonucleotide metabolic process","1/21","252/11267",0.378394375168849,1,0.406733340140152,"Etf-QO",1
"GO:0051186","GO:0051186","cofactor metabolic process","1/21","252/11267",0.378394375168849,1,0.406733340140152,"CG10365",1
"GO:0051094","GO:0051094","positive regulation of developmental process","1/21","253/11267",0.379579460790406,1,0.40677824269866,"Hrs",1
"GO:0019693","GO:0019693","ribose phosphate metabolic process","1/21","260/11267",0.387815012681229,1,0.414355853599669,"Etf-QO",1
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","1/21","261/11267",0.388982986219313,1,0.414359436943359,"Hrs",1
"GO:0007167","GO:0007167","enzyme linked receptor protein signaling pathway","1/21","262/11267",0.390148837326836,1,0.414360744749318,"Hrs",1
"GO:0030036","GO:0030036","actin cytoskeleton organization","1/21","277/11267",0.407384389822174,1,0.4299354772405,"cindr",1
"GO:0072521","GO:0072521","purine-containing compound metabolic process","1/21","278/11267",0.408516776338438,1,0.4299354772405,"Etf-QO",1
"GO:0019220","GO:0019220","regulation of phosphate metabolic process","1/21","279/11267",0.409647101909181,1,0.4299354772405,"Hrs",1
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process","1/21","279/11267",0.409647101909181,1,0.4299354772405,"Hrs",1
"GO:0051130","GO:0051130","positive regulation of cellular component organization","1/21","287/11267",0.418615938856911,1,0.438056307534476,"cindr",1
"GO:1901137","GO:1901137","carbohydrate derivative biosynthetic process","1/21","290/11267",0.421945675839097,1,0.440245835572202,"RnrS",1
"GO:0030029","GO:0030029","actin filament-based process","1/21","293/11267",0.425257245706861,1,0.442403659738131,"cindr",1
"GO:0001745","GO:0001745","compound eye morphogenesis","1/21","300/11267",0.432914120400482,1,0.449056230459914,"cindr",1
"GO:0006955","GO:0006955","immune response","1/21","306/11267",0.439399739080524,1,0.454458726466392,"LRR",1
"GO:0044087","GO:0044087","regulation of cellular component biogenesis","1/21","313/11267",0.446877013035457,1,0.458196361007081,"ncd",1
"GO:0048592","GO:0048592","eye morphogenesis","1/21","313/11267",0.446877013035457,1,0.458196361007081,"cindr",1
"GO:0090596","GO:0090596","sensory organ morphogenesis","1/21","313/11267",0.446877013035457,1,0.458196361007081,"cindr",1
"GO:0035120","GO:0035120","post-embryonic appendage morphogenesis","1/21","317/11267",0.451106994671018,1,0.461204368417436,"RhoGAP15B",1
"GO:0045944","GO:0045944","positive regulation of transcription by RNA polymerase II","1/21","320/11267",0.454259243969391,1,0.462837536941294,"mu2",1
"GO:0031399","GO:0031399","regulation of protein modification process","1/21","321/11267",0.455306156902309,1,0.462837536941294,"Hrs",1
"GO:0006812","GO:0006812","cation transport","1/21","323/11267",0.457394247483276,1,0.463635494524958,"CG4239",1
"GO:0035114","GO:0035114","imaginal disc-derived appendage morphogenesis","1/21","326/11267",0.460512094870419,1,0.465469760963522,"RhoGAP15B",1
"GO:0035107","GO:0035107","appendage morphogenesis","1/21","329/11267",0.463612875346867,1,0.467276433180978,"RhoGAP15B",1
"GO:0060284","GO:0060284","regulation of cell development","1/21","331/11267",0.465670624572339,1,0.467444259928689,"Hrs",1
"GO:0006259","GO:0006259","DNA metabolic process","1/21","332/11267",0.466696677689016,1,0.467444259928689,"mu2",1
"GO:0048737","GO:0048737","imaginal disc-derived appendage development","1/21","333/11267",0.467720854165333,1,0.467444259928689,"RhoGAP15B",1
"GO:0048736","GO:0048736","appendage development","1/21","338/11267",0.472813700890044,1,0.471210470000987,"RhoGAP15B",1
"GO:0009967","GO:0009967","positive regulation of signal transduction","1/21","355/11267",0.489784490272873,1,0.486760240259427,"Hrs",1
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","1/21","357/11267",0.491746496463157,1,0.487348822180171,"ncd",1
"GO:1902531","GO:1902531","regulation of intracellular signal transduction","1/21","364/11267",0.498557085795723,1,0.492726008768872,"LRR",1
"GO:0016071","GO:0016071","mRNA metabolic process","1/21","372/11267",0.506234182393529,1,0.498484553320867,"CG8777",1
"GO:0048749","GO:0048749","compound eye development","1/21","373/11267",0.50718591090842,1,0.498484553320867,"cindr",1
"GO:0045892","GO:0045892","negative regulation of transcription, DNA-templated","1/21","381/11267",0.514737093299439,1,0.501748053454104,"mu2",1
"GO:1902679","GO:1902679","negative regulation of RNA biosynthetic process","1/21","381/11267",0.514737093299439,1,0.501748053454104,"mu2",1
"GO:1903507","GO:1903507","negative regulation of nucleic acid-templated transcription","1/21","381/11267",0.514737093299439,1,0.501748053454104,"mu2",1
"GO:0044255","GO:0044255","cellular lipid metabolic process","1/21","385/11267",0.518471235411244,1,0.501993486854803,"Etf-QO",1
"GO:0010647","GO:0010647","positive regulation of cell communication","1/21","387/11267",0.520328028408348,1,0.501993486854803,"Hrs",1
"GO:0023056","GO:0023056","positive regulation of signaling","1/21","387/11267",0.520328028408348,1,0.501993486854803,"Hrs",1
"GO:0007560","GO:0007560","imaginal disc morphogenesis","1/21","389/11267",0.522178001235175,1,0.501993486854803,"RhoGAP15B",1
"GO:0048563","GO:0048563","post-embryonic animal organ morphogenesis","1/21","389/11267",0.522178001235175,1,0.501993486854803,"RhoGAP15B",1
"GO:0006886","GO:0006886","intracellular protein transport","1/21","391/11267",0.524021177694651,1,0.501993486854803,"Hrs",1
"GO:0001654","GO:0001654","eye development","1/21","395/11267",0.527687236329916,1,0.501993486854803,"cindr",1
"GO:0048880","GO:0048880","sensory system development","1/21","395/11267",0.527687236329916,1,0.501993486854803,"cindr",1
"GO:0150063","GO:0150063","visual system development","1/21","395/11267",0.527687236329916,1,0.501993486854803,"cindr",1
"GO:0051253","GO:0051253","negative regulation of RNA metabolic process","1/21","399/11267",0.531326393167643,1,0.504107567412388,"mu2",1
"GO:0017144","GO:0017144","drug metabolic process","1/21","407/11267",0.538524750633796,1,0.509578291473189,"Etf-QO",1
"GO:0045595","GO:0045595","regulation of cell differentiation","1/21","418/11267",0.548250739361173,1,0.517133154306269,"Hrs",1
"GO:0006468","GO:0006468","protein phosphorylation","1/21","420/11267",0.549997995205459,1,0.517133154306269,"Hrs",1
"GO:0045934","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","1/21","421/11267",0.550869207715894,1,0.517133154306269,"mu2",1
"GO:0045893","GO:0045893","positive regulation of transcription, DNA-templated","1/21","427/11267",0.556062844331524,1,0.51790917989544,"mu2",1
"GO:1902680","GO:1902680","positive regulation of RNA biosynthetic process","1/21","427/11267",0.556062844331524,1,0.51790917989544,"mu2",1
"GO:1903508","GO:1903508","positive regulation of nucleic acid-templated transcription","1/21","427/11267",0.556062844331524,1,0.51790917989544,"mu2",1
"GO:0048707","GO:0048707","instar larval or pupal morphogenesis","1/21","438/11267",0.565436306197409,1,0.525264453743917,"RhoGAP15B",1
"GO:0051254","GO:0051254","positive regulation of RNA metabolic process","1/21","445/11267",0.571302768530559,1,0.527356183101577,"mu2",1
"GO:0010558","GO:0010558","negative regulation of macromolecule biosynthetic process","1/21","446/11267",0.572134651903397,1,0.527356183101577,"mu2",1
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","1/21","446/11267",0.572134651903397,1,0.527356183101577,"mu2",1
"GO:0009886","GO:0009886","post-embryonic animal morphogenesis","1/21","450/11267",0.5754468370204,1,0.528700463546626,"RhoGAP15B",1
"GO:0048584","GO:0048584","positive regulation of response to stimulus","1/21","456/11267",0.580369365208778,1,0.528700463546626,"Hrs",1
"GO:0009890","GO:0009890","negative regulation of biosynthetic process","1/21","457/11267",0.581184483452291,1,0.528700463546626,"mu2",1
"GO:0031327","GO:0031327","negative regulation of cellular biosynthetic process","1/21","457/11267",0.581184483452291,1,0.528700463546626,"mu2",1
"GO:0044265","GO:0044265","cellular macromolecule catabolic process","1/21","457/11267",0.581184483452291,1,0.528700463546626,"CG8777",1
"GO:0048569","GO:0048569","post-embryonic animal organ development","1/21","459/11267",0.582810198344645,1,0.528700463546626,"RhoGAP15B",1
"GO:0060562","GO:0060562","epithelial tube morphogenesis","1/21","461/11267",0.584429902094687,1,0.528700463546626,"RhoGAP15B",1
"GO:0002376","GO:0002376","immune system process","1/21","464/11267",0.586848233006522,1,0.528700463546626,"LRR",1
"GO:0007552","GO:0007552","metamorphosis","1/21","465/11267",0.587651360573574,1,0.528700463546626,"RhoGAP15B",1
"GO:0045935","GO:0045935","positive regulation of nucleobase-containing compound metabolic process","1/21","466/11267",0.588453001142724,1,0.528700463546626,"mu2",1
"GO:0010557","GO:0010557","positive regulation of macromolecule biosynthetic process","1/21","478/11267",0.597957649927102,1,0.533898393987144,"mu2",1
"GO:0015031","GO:0015031","protein transport","1/21","478/11267",0.597957649927102,1,0.533898393987144,"Hrs",1
"GO:0007017","GO:0007017","microtubule-based process","1/21","479/11267",0.598740195978778,1,0.533898393987144,"ncd",1
"GO:0007267","GO:0007267","cell-cell signaling","1/21","485/11267",0.603405095379491,1,0.53546167505214,"Hrs",1
"GO:0007423","GO:0007423","sensory organ development","1/21","487/11267",0.604948550738215,1,0.53546167505214,"cindr",1
"GO:0006629","GO:0006629","lipid metabolic process","1/21","488/11267",0.605718131483531,1,0.53546167505214,"Etf-QO",1
"GO:0006325","GO:0006325","chromatin organization","1/21","490/11267",0.607253011713227,1,0.53546167505214,"mu2",1
"GO:0015833","GO:0015833","peptide transport","1/21","491/11267",0.608018316227844,1,0.53546167505214,"Hrs",1
"GO:0042886","GO:0042886","amide transport","1/21","496/11267",0.611823583025761,1,0.535506609796119,"Hrs",1
"GO:0045184","GO:0045184","establishment of protein localization","1/21","496/11267",0.611823583025761,1,0.535506609796119,"Hrs",1
"GO:0006811","GO:0006811","ion transport","1/21","498/11267",0.613335816960765,1,0.535506609796119,"CG4239",1
"GO:0035239","GO:0035239","tube morphogenesis","1/21","499/11267",0.614089828275076,1,0.535506609796119,"RhoGAP15B",1
