"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000904","GO:0000904","cell morphogenesis involved in differentiation","7/42","489/11228",0.00204072463274188,0.012978510926523,0.00809478705413658,"Frl/Ube3a/usp/EcR/kuz/N/smo",7
"GO:0048589","GO:0048589","developmental growth","6/42","366/11228",0.00223823873765535,0.0141483818386335,0.00882444363554072,"Frl/Ube3a/ebi/usp/kuz/N",6
"GO:0008219","GO:0008219","cell death","6/42","368/11228",0.00230039480365033,0.0144536854229355,0.0090148635932524,"HDAC3/ebi/EcR/N/smo/Cul1",6
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","2/42","20/11228",0.00248694248916183,0.0150807035825337,0.00940593915729505,"EcR/cry",2
"GO:0035019","GO:0035019","somatic stem cell population maintenance","2/42","20/11228",0.00248694248916183,0.0150807035825337,0.00940593915729505,"smo/H",2
"GO:0035601","GO:0035601","protein deacylation","2/42","20/11228",0.00248694248916183,0.0150807035825337,0.00940593915729505,"HDAC3/ebi",2
"GO:0036315","GO:0036315","cellular response to sterol","2/42","20/11228",0.00248694248916183,0.0150807035825337,0.00940593915729505,"usp/EcR",2
"GO:0071390","GO:0071390","cellular response to ecdysone","2/42","20/11228",0.00248694248916183,0.0150807035825337,0.00940593915729505,"usp/EcR",2
"GO:1901655","GO:1901655","cellular response to ketone","2/42","20/11228",0.00248694248916183,0.0150807035825337,0.00940593915729505,"usp/EcR",2
"GO:0016319","GO:0016319","mushroom body development","3/42","73/11228",0.00252368464143441,0.0152150467110757,0.0094897298959931,"Frl/usp/EcR",3
"GO:0001655","GO:0001655","urogenital system development","3/42","74/11228",0.00262351709661615,0.0156361618958322,0.009752382350128,"EcR/kuz/N",3
"GO:0072001","GO:0072001","renal system development","3/42","74/11228",0.00262351709661615,0.0156361618958322,0.009752382350128,"EcR/kuz/N",3
"GO:0098732","GO:0098732","macromolecule deacylation","2/42","21/11228",0.00274222384583084,0.0162507924500089,0.0101357316789681,"HDAC3/ebi",2
"GO:0007480","GO:0007480","imaginal disc-derived leg morphogenesis","3/42","76/11228",0.00283044468166344,0.0165691766699381,0.0103343101196162,"fng/N/Ser",3
"GO:0050768","GO:0050768","negative regulation of neurogenesis","3/42","76/11228",0.00283044468166344,0.0165691766699381,0.0103343101196162,"HDAC3/EcR/N",3
"GO:0009719","GO:0009719","response to endogenous stimulus","5/42","263/11228",0.00284360750136041,0.0165691766699381,0.0103343101196162,"Ube3a/usp/EcR/Cul1/gro",5
"GO:0007611","GO:0007611","learning or memory","4/42","161/11228",0.00298318852141645,0.0171904178333556,0.010721782531174,"Ube3a/EcR/N/neur",4
"GO:0050890","GO:0050890","cognition","4/42","161/11228",0.00298318852141645,0.0171904178333556,0.010721782531174,"Ube3a/EcR/N/neur",4
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","2/42","22/11228",0.00300931256318775,0.0172456758428836,0.0107562473340083,"ebi/N",2
"GO:0007419","GO:0007419","ventral cord development","3/42","78/11228",0.00304718490201523,0.0173672888131251,0.0108320981849032,"kuz/N/neur",3
"GO:0035265","GO:0035265","organ growth","3/42","79/11228",0.00315928203135229,0.0179083215146763,0.0111695440238885,"ebi/usp/N",3
"GO:0002164","GO:0002164","larval development","4/42","164/11228",0.00318820032342514,0.0179745564180131,0.0112108551913328,"EcR/N/Ser/neur",4
"GO:0002683","GO:0002683","negative regulation of immune system process","3/42","80/11228",0.00327388846562319,0.0182602442227004,0.0113890406515909,"N/Ser/neur",3
"GO:0007478","GO:0007478","leg disc morphogenesis","3/42","80/11228",0.00327388846562319,0.0182602442227004,0.0113890406515909,"fng/N/Ser",3
"GO:0010631","GO:0010631","epithelial cell migration","4/42","168/11228",0.00347628573481611,0.0192859894756021,0.0120288050622416,"usp/EcR/kuz/N",4
"GO:0090132","GO:0090132","epithelium migration","4/42","169/11228",0.00355099038999905,0.019596206226291,0.0122222893958196,"usp/EcR/kuz/N",4
"GO:0051402","GO:0051402","neuron apoptotic process","2/42","24/11228",0.00357856203603109,0.0196444221241075,0.0122523619848599,"ebi/N",2
"GO:0042063","GO:0042063","gliogenesis","3/42","84/11228",0.00375776499316581,0.0205201512454028,0.0127985602963707,"kuz/N/Ser",3
"GO:0071396","GO:0071396","cellular response to lipid","2/42","25/11228",0.00388054892566951,0.0209710493755093,0.0130797885795678,"usp/EcR",2
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","2/42","25/11228",0.00388054892566951,0.0209710493755093,0.0130797885795678,"N/smo",2
"GO:0010721","GO:0010721","negative regulation of cell development","3/42","86/11228",0.00401521612474047,0.0215869609180634,0.0134639368697212,"HDAC3/EcR/N",3
"GO:0090130","GO:0090130","tissue migration","4/42","177/11228",0.00418846351136487,0.0219815941910358,0.0137100723722664,"usp/EcR/kuz/N",4
"GO:0007400","GO:0007400","neuroblast fate determination","2/42","26/11228",0.00419399544009216,0.0219815941910358,0.0137100723722664,"kuz/N",2
"GO:0009629","GO:0009629","response to gravity","2/42","26/11228",0.00419399544009216,0.0219815941910358,0.0137100723722664,"pain/cry",2
"GO:0042332","GO:0042332","gravitaxis","2/42","26/11228",0.00419399544009216,0.0219815941910358,0.0137100723722664,"pain/cry",2
"GO:0046329","GO:0046329","negative regulation of JNK cascade","2/42","26/11228",0.00419399544009216,0.0219815941910358,0.0137100723722664,"ebi/N",2
"GO:0042051","GO:0042051","compound eye photoreceptor development","3/42","89/11228",0.00442115761549262,0.023056336964794,0.0143803968756549,"Nct/N/neur",3
"GO:0007398","GO:0007398","ectoderm development","2/42","27/11228",0.00451881579304207,0.023448382448472,0.0146249183561142,"N/neur",2
"GO:0008016","GO:0008016","regulation of heart contraction","2/42","28/11228",0.00485492465317267,0.0244622532041502,0.0152572765606952,"pain/Ctr1A",2
"GO:0032873","GO:0032873","negative regulation of stress-activated MAPK cascade","2/42","28/11228",0.00485492465317267,0.0244622532041502,0.0152572765606952,"ebi/N",2
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","2/42","28/11228",0.00485492465317267,0.0244622532041502,0.0152572765606952,"EcR/N",2
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","2/42","28/11228",0.00485492465317267,0.0244622532041502,0.0152572765606952,"ebi/N",2
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","2/42","28/11228",0.00485492465317267,0.0244622532041502,0.0152572765606952,"N/smo",2
"GO:1903522","GO:1903522","regulation of blood circulation","2/42","28/11228",0.00485492465317267,0.0244622532041502,0.0152572765606952,"pain/Ctr1A",2
"GO:0042462","GO:0042462","eye photoreceptor cell development","3/42","94/11228",0.00515147591161041,0.0253548286872859,0.0158139820646341,"Nct/N/neur",3
"GO:0050795","GO:0050795","regulation of behavior","3/42","94/11228",0.00515147591161041,0.0253548286872859,0.0158139820646341,"loj/EcR/cry",3
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","3/42","94/11228",0.00515147591161041,0.0253548286872859,0.0158139820646341,"Nct/N/neur",3
"GO:0008347","GO:0008347","glial cell migration","2/42","29/11228",0.0052022371419743,0.0253548286872859,0.0158139820646341,"kuz/N",2
"GO:0036099","GO:0036099","female germ-line stem cell population maintenance","2/42","29/11228",0.0052022371419743,0.0253548286872859,0.0158139820646341,"fng/N",2
"GO:0036335","GO:0036335","intestinal stem cell homeostasis","2/42","29/11228",0.0052022371419743,0.0253548286872859,0.0158139820646341,"N/H",2
"GO:0097306","GO:0097306","cellular response to alcohol","2/42","29/11228",0.0052022371419743,0.0253548286872859,0.0158139820646341,"usp/EcR",2
"GO:0001667","GO:0001667","ameboidal-type cell migration","4/42","190/11228",0.00538289569318926,0.0261133032930065,0.0162870479235788,"usp/EcR/kuz/N",4
"GO:0014017","GO:0014017","neuroblast fate commitment","2/42","30/11228",0.00556066883170931,0.0268508221827445,0.0167470435574871,"kuz/N",2
"GO:0043066","GO:0043066","negative regulation of apoptotic process","3/42","98/11228",0.00578516376545662,0.0278061097113883,0.0173428629980703,"HDAC3/ebi/Cul1",3
"GO:0048867","GO:0048867","stem cell fate determination","2/42","31/11228",0.00593013574335576,0.0282110968855508,0.0175954563004192,"kuz/N",2
"GO:0071407","GO:0071407","cellular response to organic cyclic compound","2/42","31/11228",0.00593013574335576,0.0282110968855508,0.0175954563004192,"usp/EcR",2
"GO:0048863","GO:0048863","stem cell differentiation","3/42","99/11228",0.00595056693654954,0.0282110968855508,0.0175954563004192,"EcR/kuz/N",3
"GO:0002376","GO:0002376","immune system process","6/42","447/11228",0.00598176097456611,0.0282306637849432,0.01760766031094,"EcR/kuz/N/smo/Ser/neur",6
"GO:0006486","GO:0006486","protein glycosylation","3/42","100/11228",0.00611878889920735,0.0283639858749923,0.0176908142208662,"CG34056/CG34057/fng",3
"GO:0007405","GO:0007405","neuroblast proliferation","3/42","100/11228",0.00611878889920735,0.0283639858749923,0.0176908142208662,"HDAC3/EcR/N",3
"GO:0043413","GO:0043413","macromolecule glycosylation","3/42","100/11228",0.00611878889920735,0.0283639858749923,0.0176908142208662,"CG34056/CG34057/fng",3
"GO:0050769","GO:0050769","positive regulation of neurogenesis","3/42","100/11228",0.00611878889920735,0.0283639858749923,0.0176908142208662,"EcR/N/Cul1",3
"GO:0071310","GO:0071310","cellular response to organic substance","5/42","317/11228",0.00627964252437337,0.0286169920929383,0.0178486159493726,"Ube3a/usp/EcR/Cul1/gro",5
"GO:0030097","GO:0030097","hemopoiesis","3/42","101/11228",0.00628984236829364,0.0286169920929383,0.0178486159493726,"N/Ser/neur",3
"GO:0035218","GO:0035218","leg disc development","3/42","101/11228",0.00628984236829364,0.0286169920929383,0.0178486159493726,"fng/N/Ser",3
"GO:0070085","GO:0070085","glycosylation","3/42","101/11228",0.00628984236829364,0.0286169920929383,0.0178486159493726,"CG34056/CG34057/fng",3
"GO:0048872","GO:0048872","homeostasis of number of cells","2/42","32/11228",0.00631055434455974,0.0286169920929383,0.0178486159493726,"N/H",2
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","2/42","33/11228",0.00670184154759598,0.0300000889877365,0.0187112630513409,"N/smo",2
"GO:0007406","GO:0007406","negative regulation of neuroblast proliferation","2/42","33/11228",0.00670184154759598,0.0300000889877365,0.0187112630513409,"HDAC3/EcR",2
"GO:2000178","GO:2000178","negative regulation of neural precursor cell proliferation","2/42","33/11228",0.00670184154759598,0.0300000889877365,0.0187112630513409,"HDAC3/EcR",2
"GO:0007507","GO:0007507","heart development","3/42","105/11228",0.00700261697034152,0.0312125192310522,0.0194674641820561,"EcR/kuz/N",3
"GO:0008015","GO:0008015","blood circulation","2/42","34/11228",0.00710391470733718,0.0312632195770155,0.0194990863385937,"pain/Ctr1A",2
"GO:0035017","GO:0035017","cuticle pattern formation","2/42","34/11228",0.00710391470733718,0.0312632195770155,0.0194990863385937,"fng/Ser",2
"GO:0060047","GO:0060047","heart contraction","2/42","34/11228",0.00710391470733718,0.0312632195770155,0.0194990863385937,"pain/Ctr1A",2
"GO:0043069","GO:0043069","negative regulation of programmed cell death","3/42","106/11228",0.00718801008597934,0.0315003971414977,0.0196470156264274,"HDAC3/ebi/Cul1",3
"GO:0016567","GO:0016567","protein ubiquitination","4/42","207/11228",0.00726422042816984,0.0317011795254441,0.019772244988368,"Ube3a/dx/Cul1/neur",4
"GO:0008345","GO:0008345","larval locomotory behavior","2/42","35/11228",0.00751669161923157,0.0325307442276288,0.0202896502323001,"pain/EcR",2
"GO:0045187","GO:0045187","regulation of circadian sleep/wake cycle, sleep","2/42","35/11228",0.00751669161923157,0.0325307442276288,0.0202896502323001,"EcR/cry",2
"GO:0061351","GO:0061351","neural precursor cell proliferation","3/42","108/11228",0.00756751531061065,0.0326153655742434,0.0203424291516198,"HDAC3/EcR/N",3
"GO:0072359","GO:0072359","circulatory system development","3/42","109/11228",0.0077616492257239,0.0333144038783129,0.0207784241780263,"EcR/kuz/N",3
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","2/42","36/11228",0.00794009051728902,0.0338020996307447,0.0210826033928447,"ebi/N",2
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","2/42","36/11228",0.00794009051728902,0.0338020996307447,0.0210826033928447,"N/smo",2
"GO:0045944","GO:0045944","positive regulation of transcription by RNA polymerase II","5/42","340/11228",0.00838705100289246,0.0355597325041335,0.0221788511758132,"HDAC3/Nup153/usp/EcR/N",5
"GO:0050802","GO:0050802","circadian sleep/wake cycle, sleep","2/42","38/11228",0.00881842938871535,0.0370871848888311,0.0231315337955267,"EcR/cry",2
"GO:2000647","GO:2000647","negative regulation of stem cell proliferation","2/42","38/11228",0.00881842938871535,0.0370871848888311,0.0231315337955267,"HDAC3/EcR",2
"GO:0007420","GO:0007420","brain development","3/42","115/11228",0.00898844139908713,0.037650379033124,0.0234828018796696,"Frl/usp/EcR",3
"GO:1902532","GO:1902532","negative regulation of intracellular signal transduction","3/42","116/11228",0.00920332926581495,0.03839628969698,0.0239480315211522,"ebi/N/Cul1",3
"GO:0048865","GO:0048865","stem cell fate commitment","2/42","39/11228",0.00927320800490346,0.038533689040296,0.0240337284421486,"kuz/N",2
"GO:0072089","GO:0072089","stem cell proliferation","3/42","117/11228",0.00942121966753031,0.0388392573645617,0.0242243135200072,"HDAC3/EcR/N",3
"GO:2000241","GO:2000241","regulation of reproductive process","3/42","117/11228",0.00942121966753031,0.0388392573645617,0.0242243135200072,"loj/Lasp/kuz",3
"GO:0032446","GO:0032446","protein modification by small protein conjugation","4/42","224/11228",0.00953789263114578,0.0391654410011222,0.0244277565107671,"Ube3a/dx/Cul1/neur",4
"GO:0009101","GO:0009101","glycoprotein biosynthetic process","3/42","118/11228",0.00964212136365729,0.0394381669893904,0.0245978575964508,"CG34056/CG34057/fng",3
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","2/42","40/11228",0.00973828588892339,0.0395158112594972,0.024646284864883,"Cul1/gro",2
"GO:1901214","GO:1901214","regulation of neuron death","2/42","40/11228",0.00973828588892339,0.0395158112594972,0.024646284864883,"ebi/N",2
"GO:0042330","GO:0042330","taxis","5/42","353/11228",0.0097747644342764,0.0395158112594972,0.024646284864883,"pain/kuz/N/smo/cry",5
"GO:0002682","GO:0002682","regulation of immune system process","4/42","227/11228",0.00998216821208016,0.0401984611783769,0.0250720583420668,"EcR/N/Ser/neur",4
"GO:0048638","GO:0048638","regulation of developmental growth","4/42","228/11228",0.0101332115785861,0.0406497679864052,0.0253535415205111,"Ube3a/ebi/usp/kuz",4
"GO:1905881","GO:1905881","positive regulation of oogenesis","2/42","41/11228",0.0102135834376756,0.0408152012471099,0.02545672338973,"Lasp/kuz",2
"GO:0007455","GO:0007455","eye-antennal disc morphogenesis","2/42","42/11228",0.0106990214747133,0.0421097335778337,0.0262641321603686,"N/smo",2
"GO:0022410","GO:0022410","circadian sleep/wake cycle process","2/42","42/11228",0.0106990214747133,0.0421097335778337,0.0262641321603686,"EcR/cry",2
"GO:0042749","GO:0042749","regulation of circadian sleep/wake cycle","2/42","42/11228",0.0106990214747133,0.0421097335778337,0.0262641321603686,"EcR/cry",2
"GO:0070997","GO:0070997","neuron death","2/42","42/11228",0.0106990214747133,0.0421097335778337,0.0262641321603686,"ebi/N",2
"GO:0050906","GO:0050906","detection of stimulus involved in sensory perception","3/42","123/11228",0.0107920908123692,0.0423163560800794,0.0263930040444962,"pain/Or19b/cry",3
"GO:0032870","GO:0032870","cellular response to hormone stimulus","3/42","124/11228",0.0110312322448226,0.0430920420649812,0.0268768047597097,"usp/EcR/Cul1",3
"GO:0009967","GO:0009967","positive regulation of signal transduction","5/42","366/11228",0.0113143108220726,0.0440329335351557,0.0274636452790294,"fng/ebi/smo/dx/neur",5
"GO:0060548","GO:0060548","negative regulation of cell death","3/42","126/11228",0.0115187221637759,0.0446618112149379,0.0278558806386755,"HDAC3/ebi/Cul1",3
"GO:0007443","GO:0007443","Malpighian tubule morphogenesis","2/42","44/11228",0.0117000044293916,0.04502990634633,0.0280854641187182,"EcR/N",2
"GO:0061333","GO:0061333","renal tubule morphogenesis","2/42","44/11228",0.0117000044293916,0.04502990634633,0.0280854641187182,"EcR/N",2
"GO:0003013","GO:0003013","circulatory system process","2/42","45/11228",0.0122153931098376,0.0463296545947661,0.0288961260933193,"pain/Ctr1A",2
"GO:0003015","GO:0003015","heart process","2/42","45/11228",0.0122153931098376,0.0463296545947661,0.0288961260933193,"pain/Ctr1A",2
"GO:0014016","GO:0014016","neuroblast differentiation","2/42","45/11228",0.0122153931098376,0.0463296545947661,0.0288961260933193,"kuz/N",2
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","2/42","45/11228",0.0122153931098376,0.0463296545947661,0.0288961260933193,"Cul1/gro",2
"GO:0035075","GO:0035075","response to ecdysone","2/42","47/11228",0.0132755774284414,0.0496287715335641,0.0309538081523365,"usp/EcR",2
"GO:0036314","GO:0036314","response to sterol","2/42","47/11228",0.0132755774284414,0.0496287715335641,0.0309538081523365,"usp/EcR",2
"GO:0042745","GO:0042745","circadian sleep/wake cycle","2/42","47/11228",0.0132755774284414,0.0496287715335641,0.0309538081523365,"EcR/cry",2
"GO:0071482","GO:0071482","cellular response to light stimulus","2/42","47/11228",0.0132755774284414,0.0496287715335641,0.0309538081523365,"ebi/cry",2
