"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008219","GO:0008219","cell death","8/30","368/11228",3.83682070665882e-06,2.94667830271397e-05,1.47657015826786e-05,"ptc/rdx/Pka-C1/slmb/Cul3/csw/dco/cos",8
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","4/30","41/11228",3.91507682872453e-06,2.98291567902821e-05,1.49472858039023e-05,"Pka-C1/slmb/Roc1a/dco",4
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","4/30","43/11228",4.75334063546667e-06,3.59307638586457e-05,1.80047796967117e-05,"Pka-C1/slmb/Roc1a/dco",4
"GO:0045185","GO:0045185","maintenance of protein location","4/30","44/11228",5.21898660864877e-06,3.88389701108745e-05,1.94620716454711e-05,"Su(fu)/boi/ihog/dally",4
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","4/30","44/11228",5.21898660864877e-06,3.88389701108745e-05,1.94620716454711e-05,"Pka-C1/slmb/Roc1a/dco",4
"GO:0048469","GO:0048469","cell maturation","6/30","181/11228",6.95311037113365e-06,5.09540912693763e-05,2.55329163487993e-05,"Pka-C1/slmb/Roc1a/Usp8/Pka-R1/flw",6
"GO:1902533","GO:1902533","positive regulation of intracellular signal transduction","6/30","181/11228",6.95311037113365e-06,5.09540912693763e-05,2.55329163487993e-05,"rdx/Shc/msn/Gprk2/dco/Sos",6
"GO:0051051","GO:0051051","negative regulation of transport","4/30","49/11228",8.0704503397232e-06,5.82528746325885e-05,2.91903110823388e-05,"Su(fu)/rdx/Pka-C1/cos",4
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","4/30","49/11228",8.0704503397232e-06,5.82528746325885e-05,2.91903110823388e-05,"Pka-C1/slmb/Roc1a/dco",4
"GO:0006935","GO:0006935","chemotaxis","7/30","294/11228",9.53379963316297e-06,6.83018481181825e-05,3.42258164364138e-05,"ptc/hh/Shc/msn/dlp/dally/Sos",7
"GO:0006468","GO:0006468","protein phosphorylation","8/30","420/11228",1.01637882211296e-05,7.22758273502552e-05,3.62171634858187e-05,"rdx/Pka-C1/msn/krz/Gprk2/Pka-R1/dco/flw",8
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","4/30","52/11228",1.02548221628461e-05,7.23869799730311e-05,3.62728616750825e-05,"Pka-C1/slmb/Roc1a/dco",4
"GO:0001745","GO:0001745","compound eye morphogenesis","7/30","298/11228",1.04137772767289e-05,7.2972453909925e-05,3.65662406105655e-05,"hh/boi/rdx/Shc/csw/dco/Sos",7
"GO:0051235","GO:0051235","maintenance of location","5/30","112/11228",1.05450472038154e-05,7.33568501134987e-05,3.67588601994177e-05,"Su(fu)/boi/ihog/Roc1a/dally",5
"GO:0006913","GO:0006913","nucleocytoplasmic transport","5/30","113/11228",1.10127153647849e-05,7.53797410124007e-05,3.77725237309946e-05,"Su(fu)/hh/rdx/Pka-C1/cos",5
"GO:0051169","GO:0051169","nuclear transport","5/30","113/11228",1.10127153647849e-05,7.53797410124007e-05,3.77725237309946e-05,"Su(fu)/hh/rdx/Pka-C1/cos",5
"GO:0031647","GO:0031647","regulation of protein stability","4/30","53/11228",1.10713994611964e-05,7.53797410124007e-05,3.77725237309946e-05,"rdx/shf/krz/cos",4
"GO:0007351","GO:0007351","tripartite regional subdivision","5/30","115/11228",1.19966578208537e-05,8.05370035525845e-05,4.03568098942227e-05,"hh/Pka-C1/slmb/Shc/csw",5
"GO:0008595","GO:0008595","anterior/posterior axis specification, embryo","5/30","115/11228",1.19966578208537e-05,8.05370035525845e-05,4.03568098942227e-05,"hh/Pka-C1/slmb/Shc/csw",5
"GO:0046530","GO:0046530","photoreceptor cell differentiation","6/30","202/11228",1.30370456271548e-05,8.69136375143655e-05,4.35521187983169e-05,"hh/boi/Shc/csw/msn/Sos",6
"GO:0000578","GO:0000578","embryonic axis specification","5/30","118/11228",1.36000369245534e-05,9.00416237763535e-05,4.51195417388087e-05,"hh/Pka-C1/slmb/Shc/csw",5
"GO:1903827","GO:1903827","regulation of cellular protein localization","4/30","56/11228",1.38097969452193e-05,9.08041442973323e-05,4.55016380963606e-05,"hh/rdx/dlp/dally",4
"GO:0001932","GO:0001932","regulation of protein phosphorylation","6/30","206/11228",1.45780914883499e-05,9.52038627810603e-05,4.7706321590948e-05,"rdx/msn/krz/Pka-R1/dco/flw",6
"GO:0048667","GO:0048667","cell morphogenesis involved in neuron differentiation","8/30","442/11228",1.47511026909509e-05,9.55137418637632e-05,4.78616009119954e-05,"ptc/hh/Cul3/Shc/msn/dlp/dally/Sos",8
"GO:0007446","GO:0007446","imaginal disc growth","4/30","57/11228",1.48245286851049e-05,9.55137418637632e-05,4.78616009119954e-05,"hh/dlp/dally/dco",4
"GO:0048812","GO:0048812","neuron projection morphogenesis","8/30","445/11228",1.54947391276192e-05,9.91663304167632e-05,4.96919002198035e-05,"ptc/hh/Cul3/Shc/msn/dlp/dally/Sos",8
"GO:0120039","GO:0120039","plasma membrane bounded cell projection morphogenesis","8/30","446/11228",1.57495573011336e-05,0.000100129635821777,5.01746091782369e-05,"ptc/hh/Cul3/Shc/msn/dlp/dally/Sos",8
"GO:0048858","GO:0048858","cell projection morphogenesis","8/30","448/11228",1.62698380789035e-05,0.000102756872077286,5.14911080474994e-05,"ptc/hh/Cul3/Shc/msn/dlp/dally/Sos",8
"GO:0021700","GO:0021700","developmental maturation","6/30","213/11228",1.76283591915314e-05,0.000110609312574315,5.5425938428138e-05,"Pka-C1/slmb/Roc1a/Usp8/Pka-R1/flw",6
"GO:0009948","GO:0009948","anterior/posterior axis specification","5/30","126/11228",1.87028200366027e-05,0.000116406196903905,5.83307368257507e-05,"hh/Pka-C1/slmb/Shc/csw",5
"GO:0032990","GO:0032990","cell part morphogenesis","8/30","457/11228",1.87947505417763e-05,0.000116406196903905,5.83307368257507e-05,"ptc/hh/Cul3/Shc/msn/dlp/dally/Sos",8
"GO:0009894","GO:0009894","regulation of catabolic process","6/30","219/11228",2.06363245567195e-05,0.000126029915362578,6.31531483779585e-05,"Smurf/Pka-C1/slmb/Roc1a/Cul4/dco",6
"GO:0007173","GO:0007173","epidermal growth factor receptor signaling pathway","4/30","62/11228",2.0742423570091e-05,0.000126029915362578,6.31531483779585e-05,"Shc/csw/Gug/Sos",4
"GO:0038127","GO:0038127","ERBB signaling pathway","4/30","62/11228",2.0742423570091e-05,0.000126029915362578,6.31531483779585e-05,"Shc/csw/Gug/Sos",4
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","3/30","21/11228",2.21629981854493e-05,0.000133814328666864,6.70538905710052e-05,"Smurf/krz/Gprk2",3
"GO:0042325","GO:0042325","regulation of phosphorylation","6/30","231/11228",2.78977592600921e-05,0.000167386555560553,8.38768156701455e-05,"rdx/msn/krz/Pka-R1/dco/flw",6
"GO:0031146","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","4/30","67/11228",2.82370973332023e-05,0.000168370269812883,8.43697514303593e-05,"slmb/Cul3/Roc1a/Cul4",4
"GO:0048599","GO:0048599","oocyte development","5/30","139/11228",3.0054430171805e-05,0.00017810032694403,8.92454489182254e-05,"Pka-C1/slmb/Gprk2/Pka-R1/flw",5
"GO:0042330","GO:0042330","taxis","7/30","353/11228",3.11746248780358e-05,0.000183605152655916,9.20038977672739e-05,"ptc/hh/Shc/msn/dlp/dally/Sos",7
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","3/30","24/11228",3.3545716953741e-05,0.000196365172412142,9.83978988951195e-05,"Smurf/krz/Gprk2",3
"GO:0009953","GO:0009953","dorsal/ventral pattern formation","5/30","150/11228",4.33239910365331e-05,0.000252066856939829,0.000126309817567436,"Shc/csw/dlp/dally/flw",5
"GO:0035265","GO:0035265","organ growth","4/30","79/11228",5.41340307256447e-05,0.000313064274076018,0.000156875409268355,"hh/dlp/dally/dco",4
"GO:0007478","GO:0007478","leg disc morphogenesis","4/30","80/11228",5.6877630092719e-05,0.000326961226880301,0.000163839123557344,"hh/Gug/dally/Sos",4
"GO:0009994","GO:0009994","oocyte differentiation","5/30","161/11228",6.07455643584997e-05,0.000347117510619998,0.000173939366615503,"Pka-C1/slmb/Gprk2/Pka-R1/flw",5
"GO:0019220","GO:0019220","regulation of phosphate metabolic process","6/30","270/11228",6.68117366579079e-05,0.000377289807009362,0.000189058598468507,"rdx/msn/krz/Pka-R1/dco/flw",6
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process","6/30","270/11228",6.68117366579079e-05,0.000377289807009362,0.000189058598468507,"rdx/msn/krz/Pka-R1/dco/flw",6
"GO:0007411","GO:0007411","axon guidance","6/30","276/11228",7.54792697440223e-05,0.000423743268738371,0.000212336265146311,"ptc/Shc/msn/dlp/dally/Sos",6
"GO:0000209","GO:0000209","protein polyubiquitination","4/30","88/11228",8.26259476254514e-05,0.000461168079769961,0.000231089706639114,"Smurf/rdx/slmb/Cul3",4
"GO:0001751","GO:0001751","compound eye photoreceptor cell differentiation","5/30","173/11228",8.54683742460982e-05,0.000474275371539042,0.000237657724554103,"hh/boi/Shc/csw/Sos",5
"GO:0097485","GO:0097485","neuron projection guidance","6/30","285/11228",9.01473123167924e-05,0.000494828097009324,0.000247956623172435,"ptc/Shc/msn/dlp/dally/Sos",6
"GO:0031400","GO:0031400","negative regulation of protein modification process","4/30","90/11228",9.02030385173246e-05,0.000494828097009324,0.000247956623172435,"hh/krz/dco/flw",4
"GO:0007379","GO:0007379","segment specification","3/30","34/11228",9.74061610360129e-05,0.000531306332923706,0.000266235739195322,"ihog/Gug/dlp",3
"GO:0001754","GO:0001754","eye photoreceptor cell differentiation","5/30","180/11228",0.000103100832887853,0.000559190958035813,0.000280208626998209,"hh/boi/Shc/csw/Sos",5
"GO:0032880","GO:0032880","regulation of protein localization","4/30","101/11228",0.000141225287820164,0.00075740936484557,0.000379535175147396,"hh/rdx/dlp/dally",4
"GO:0035218","GO:0035218","leg disc development","4/30","101/11228",0.000141225287820164,0.00075740936484557,0.000379535175147396,"hh/Gug/dally/Sos",4
"GO:0051726","GO:0051726","regulation of cell cycle","6/30","310/11228",0.000143147612903583,0.000763453935485773,0.000382564088286183,"ptc/hh/slmb/dally/flw/Sos",6
"GO:0006897","GO:0006897","endocytosis","5/30","195/11228",0.000150248417195493,0.000796897682362836,0.000399322632499798,"Smurf/csw/krz/Gprk2/dco",5
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","4/30","104/11228",0.000158163602583508,0.000834269552088833,0.000418049545290128,"Pka-C1/slmb/Roc1a/dco",4
"GO:1903429","GO:1903429","regulation of cell maturation","3/30","40/11228",0.000159094327010585,0.000834593190875202,0.000418211719550403,"Pka-C1/slmb/Roc1a",3
"GO:0048512","GO:0048512","circadian behavior","4/30","108/11228",0.000182977089434246,0.000954663075309111,0.000478378317342395,"Pka-C1/slmb/Cul3/dco",4
"GO:0007622","GO:0007622","rhythmic behavior","4/30","110/11228",0.000196386017651599,0.00101360525239535,0.000507914035465653,"Pka-C1/slmb/Cul3/dco",4
"GO:0040012","GO:0040012","regulation of locomotion","4/30","110/11228",0.000196386017651599,0.00101360525239535,0.000507914035465653,"ptc/hh/slmb/Shc",4
"GO:0051270","GO:0051270","regulation of cellular component movement","4/30","112/11228",0.000210491173255227,0.00108059639745999,0.000541483063200893,"ptc/hh/slmb/Shc",4
"GO:1902532","GO:1902532","negative regulation of intracellular signal transduction","4/30","116/11228",0.000240875498353454,0.00122824026616783,0.000615466887761732,"Smurf/slmb/krz/flw",4
"GO:0010632","GO:0010632","regulation of epithelial cell migration","3/30","46/11228",0.000241809802401792,0.00122824026616783,0.000615466887761732,"ptc/hh/slmb",3
"GO:0019933","GO:0019933","cAMP-mediated signaling","3/30","47/11228",0.000257831885655305,0.00130272952752154,0.000652793195260245,"Pka-C1/Gprk2/Pka-R1",3
"GO:0045807","GO:0045807","positive regulation of endocytosis","3/30","49/11228",0.00029190316475618,0.00145348563629389,0.000728336552397267,"Smurf/krz/Gprk2",3
"GO:0007309","GO:0007309","oocyte axis specification","4/30","122/11228",0.000292211174796584,0.00145348563629389,0.000728336552397267,"Pka-C1/slmb/Pka-R1/flw",4
"GO:0043408","GO:0043408","regulation of MAPK cascade","4/30","122/11228",0.000292211174796584,0.00145348563629389,0.000728336552397267,"rdx/msn/krz/flw",4
"GO:0051050","GO:0051050","positive regulation of transport","4/30","123/11228",0.000301474081619495,0.00149183050698307,0.000747551032556209,"Smurf/hh/krz/Gprk2",4
"GO:0040036","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","2/30","10/11228",0.000306468977439042,0.00150877035046913,0.000756039528689027,"dlp/dally",2
"GO:0007308","GO:0007308","oocyte construction","4/30","125/11228",0.000320630702009172,0.00157043609147349,0.000786940015135292,"Pka-C1/slmb/Pka-R1/flw",4
"GO:0098657","GO:0098657","import into cell","5/30","230/11228",0.000323857789734395,0.00157819024439096,0.000790825593954681,"Smurf/csw/krz/Gprk2/dco",5
"GO:0016333","GO:0016333","morphogenesis of follicular epithelium","3/30","51/11228",0.000328757191416229,0.00159397426141202,0.000798734909501417,"slmb/Shc/csw",3
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","2/30","11/11228",0.000373951058828234,0.00179496508237552,0.000899450704655279,"Su(fu)/cos",2
"GO:2000274","GO:2000274","regulation of epithelial cell migration, open tracheal system","2/30","11/11228",0.000373951058828234,0.00179496508237552,0.000899450704655279,"ptc/hh",2
"GO:0006898","GO:0006898","receptor-mediated endocytosis","3/30","54/11228",0.000389462230055264,0.00185090960818343,0.000927484310241041,"Smurf/krz/Gprk2",3
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","3/30","54/11228",0.000389462230055264,0.00185090960818343,0.000927484310241041,"Smurf/dlp/dally",3
"GO:0016322","GO:0016322","neuron remodeling","3/30","56/11228",0.00043368324131565,0.00205091582100012,0.0010277067217073,"slmb/Roc1a/Usp8",3
"GO:0000165","GO:0000165","MAPK cascade","4/30","138/11228",0.000467107480481354,0.00219815284932402,0.00110148667997925,"rdx/msn/krz/flw",4
"GO:0042551","GO:0042551","neuron maturation","3/30","58/11228",0.000481010989522487,0.00225253926800774,0.00112873952355213,"slmb/Roc1a/Usp8",3
"GO:0023014","GO:0023014","signal transduction by protein phosphorylation","4/30","142/11228",0.000520445634290518,0.00242537771319853,0.00121534826198654,"rdx/msn/krz/flw",4
"GO:0014042","GO:0014042","positive regulation of neuron maturation","2/30","13/11228",0.000528570759304553,0.0024395573506364,0.00122245362855355,"slmb/Roc1a",2
"GO:1904801","GO:1904801","positive regulation of neuron remodeling","2/30","13/11228",0.000528570759304553,0.0024395573506364,0.00122245362855355,"slmb/Roc1a",2
"GO:0006515","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","2/30","14/11228",0.000615642092222908,0.00281436385016187,0.00141026785035523,"rdx/Cul3",2
"GO:1905475","GO:1905475","regulation of protein localization to membrane","2/30","14/11228",0.000615642092222908,0.00281436385016187,0.00141026785035523,"dlp/dally",2
"GO:0007623","GO:0007623","circadian rhythm","4/30","150/11228",0.000639945842280683,0.0028978679650446,0.00145211146932608,"Pka-C1/slmb/Cul3/dco",4
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","4/30","150/11228",0.000639945842280683,0.0028978679650446,0.00145211146932608,"hh/slmb/Cul4/rasp",4
"GO:0071695","GO:0071695","anatomical structure maturation","3/30","65/11228",0.000672396103495463,0.00301739831338488,0.00151200770747466,"slmb/Roc1a/Usp8",3
"GO:0048511","GO:0048511","rhythmic process","4/30","152/11228",0.000672628374025379,0.00301739831338488,0.00151200770747466,"Pka-C1/slmb/Cul3/dco",4
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","3/30","66/11228",0.000703148271200517,0.00309459093741573,0.00155068866052521,"krz/dco/flw",3
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","3/30","66/11228",0.000703148271200517,0.00309459093741573,0.00155068866052521,"Pka-C1/Gprk2/Pka-R1",3
"GO:0008069","GO:0008069","dorsal/ventral axis specification, ovarian follicular epithelium","2/30","15/11228",0.000709177089824438,0.00309459093741573,0.00155068866052521,"Shc/csw",2
"GO:0051788","GO:0051788","response to misfolded protein","2/30","15/11228",0.000709177089824438,0.00309459093741573,0.00155068866052521,"rdx/Cul3",2
"GO:0071218","GO:0071218","cellular response to misfolded protein","2/30","15/11228",0.000709177089824438,0.00309459093741573,0.00155068866052521,"rdx/Cul3",2
"GO:1903431","GO:1903431","positive regulation of cell maturation","2/30","15/11228",0.000709177089824438,0.00309459093741573,0.00155068866052521,"slmb/Roc1a",2
"GO:0007254","GO:0007254","JNK cascade","3/30","68/11228",0.000767315735499849,0.00331812209945881,0.00166269934150513,"rdx/msn/flw",3
"GO:0042326","GO:0042326","negative regulation of phosphorylation","3/30","68/11228",0.000767315735499849,0.00331812209945881,0.00166269934150513,"krz/dco/flw",3
"GO:0030100","GO:0030100","regulation of endocytosis","3/30","69/11228",0.000800751437484112,0.00342192595867973,0.00171471509113666,"Smurf/krz/Gprk2",3
"GO:0007362","GO:0007362","terminal region determination","2/30","16/11228",0.000809142908979478,0.00342192595867973,0.00171471509113666,"Shc/csw",2
"GO:0014041","GO:0014041","regulation of neuron maturation","2/30","16/11228",0.000809142908979478,0.00342192595867973,0.00171471509113666,"slmb/Roc1a",2
"GO:0030713","GO:0030713","ovarian follicle cell stalk formation","2/30","16/11228",0.000809142908979478,0.00342192595867973,0.00171471509113666,"hh/slmb",2
"GO:1904799","GO:1904799","regulation of neuron remodeling","2/30","16/11228",0.000809142908979478,0.00342192595867973,0.00171471509113666,"slmb/Roc1a",2
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","4/30","161/11228",0.000834516195426228,0.00351375240179464,0.0017607289995835,"Pka-C1/slmb/dco/flw",4
"GO:0040007","GO:0040007","growth","6/30","432/11228",0.000847249713902261,0.0035517891936514,0.00177978910252049,"Smurf/hh/Pka-C1/dlp/dally/dco",6
"GO:0045475","GO:0045475","locomotor rhythm","3/30","71/11228",0.000870377115030828,0.00363287839317215,0.00182042261587684,"slmb/Cul3/dco",3
"GO:0009950","GO:0009950","dorsal/ventral axis specification","3/30","72/11228",0.000906586954213433,0.00376763409543245,0.00188794822545245,"Shc/csw/flw",3
"GO:0007426","GO:0007426","tracheal outgrowth, open tracheal system","2/30","17/11228",0.000915506825871378,0.00378830410705398,0.00189830589574964,"Shc/Sos",2
"GO:0030334","GO:0030334","regulation of cell migration","3/30","73/11228",0.000943741220487763,0.00388837584406975,0.00194845149203934,"ptc/hh/slmb",3
"GO:0051403","GO:0051403","stress-activated MAPK cascade","3/30","75/11228",0.00102092178235293,0.00418839705580689,0.00209879106853481,"rdx/msn/flw",3
"GO:0007480","GO:0007480","imaginal disc-derived leg morphogenesis","3/30","76/11228",0.00106096723166879,0.00433416401022145,0.00217183437792895,"Gug/dally/Sos",3
"GO:0030029","GO:0030029","actin filament-based process","5/30","300/11228",0.00108395923813856,0.00440932571446193,0.00220949764419858,"Pka-C1/Gprk2/Pka-R1/dco/flw",5
"GO:2000145","GO:2000145","regulation of cell motility","3/30","77/11228",0.00110199541640424,0.0044637789018906,0.00223678394535527,"ptc/hh/slmb",3
"GO:0008103","GO:0008103","oocyte microtubule cytoskeleton polarization","2/30","19/11228",0.0011472986519453,0.0046277592683508,0.00231895393161877,"Pka-C1/Pka-R1",2
"GO:0045664","GO:0045664","regulation of neuron differentiation","4/30","180/11228",0.00126376521047168,0.00507621172407034,0.00254367188366244,"slmb/Roc1a/Shc/csw",4
"GO:0045165","GO:0045165","cell fate commitment","5/30","311/11228",0.00127291760728084,0.00509167042912337,0.00255141818652344,"ptc/hh/Cul3/csw/Sos",5
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","4/30","181/11228",0.0012899331857981,0.00513832306376006,0.00257479565804643,"ptc/hh/slmb/Sos",4
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","3/30","82/11228",0.00132220190023573,0.00522351367994362,0.00261748437690158,"krz/dco/flw",3
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","3/30","82/11228",0.00132220190023573,0.00522351367994362,0.00261748437690158,"krz/dco/flw",3
"GO:0007626","GO:0007626","locomotory behavior","4/30","185/11228",0.00139841887846065,0.00550197591525502,0.00275702082595564,"slmb/Cul3/krz/dco",4
"GO:0042752","GO:0042752","regulation of circadian rhythm","3/30","86/11228",0.00151698797116457,0.00594411613191015,0.00297857573715235,"Pka-C1/Cul3/dco",3
"GO:0007306","GO:0007306","eggshell chorion assembly","3/30","87/11228",0.00156834409188589,0.00609558837332169,0.00305447794584212,"slmb/Cul4/rasp",3
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","3/30","87/11228",0.00156834409188589,0.00609558837332169,0.00305447794584212,"rdx/msn/flw",3
"GO:0007354","GO:0007354","zygotic determination of anterior/posterior axis, embryo","2/30","23/11228",0.0016862327863835,0.00647513389971266,0.00324466687737794,"Shc/csw",2
"GO:0046627","GO:0046627","negative regulation of insulin receptor signaling pathway","2/30","23/11228",0.0016862327863835,0.00647513389971266,0.00324466687737794,"slmb/Roc1a",2
"GO:1900077","GO:1900077","negative regulation of cellular response to insulin stimulus","2/30","23/11228",0.0016862327863835,0.00647513389971266,0.00324466687737794,"slmb/Roc1a",2
"GO:0031329","GO:0031329","regulation of cellular catabolic process","4/30","198/11228",0.00179510748507638,0.00686574974371842,0.00344040310622732,"Pka-C1/slmb/Roc1a/dco",4
"GO:0032269","GO:0032269","negative regulation of cellular protein metabolic process","4/30","199/11228",0.00182854065355236,0.00696586915638992,0.00349057259262083,"hh/krz/dco/flw",4
"GO:0051248","GO:0051248","negative regulation of protein metabolic process","4/30","200/11228",0.00186240553176558,0.00706683521934767,0.00354116633250207,"hh/krz/dco/flw",4
"GO:0050795","GO:0050795","regulation of behavior","3/30","94/11228",0.00195857104061802,0.00740247322438306,0.00370935335914809,"Pka-C1/Cul3/Pka-R1",3
"GO:0007280","GO:0007280","pole cell migration","2/30","25/11228",0.00199286190275154,0.00750253892800578,0.0037594959321257,"hh/disp",2
"GO:0007293","GO:0007293","germarium-derived egg chamber formation","3/30","95/11228",0.0020188065696811,0.00757052463630411,0.00379356333200765,"Smurf/slmb/flw",3
"GO:0060284","GO:0060284","regulation of cell development","5/30","348/11228",0.00209103800925775,0.00781088127971767,0.00391400520266554,"Pka-C1/slmb/Roc1a/Shc/csw",5
"GO:0045500","GO:0045500","sevenless signaling pathway","2/30","26/11228",0.00215535563184486,0.00801992793244598,0.00401875774685067,"csw/Sos",2
"GO:0043066","GO:0043066","negative regulation of apoptotic process","3/30","98/11228",0.00220642119417217,0.00817824071971151,0.00409808772906597,"slmb/csw/dco",3
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","3/30","99/11228",0.00227128777524456,0.0083862933239799,0.00420234215905572,"Pka-C1/dco/flw",3
"GO:0007498","GO:0007498","mesoderm development","3/30","100/11228",0.00233733119438218,0.00859708025519881,0.00430796675068624,"hh/csw/flw",3
"GO:1901700","GO:1901700","response to oxygen-containing compound","5/30","358/11228",0.00236653891461733,0.00867128762607875,0.00434515180385744,"Pka-C1/slmb/Roc1a/Pka-R1/dco",5
"GO:0032970","GO:0032970","regulation of actin filament-based process","3/30","101/11228",0.0024045589262157,0.00877709722116759,0.00439817262069472,"Pka-C1/dco/flw",3
"GO:0048589","GO:0048589","developmental growth","5/30","366/11228",0.00260540742538737,0.00947420881959044,0.0047474927966588,"hh/Pka-C1/dlp/dally/dco",5
"GO:0016334","GO:0016334","establishment or maintenance of polarity of follicular epithelium","2/30","29/11228",0.00267917523718773,0.00970569142528384,0.0048634879181521,"Shc/csw",2
"GO:0043069","GO:0043069","negative regulation of programmed cell death","3/30","106/11228",0.0027587185200154,0.00995627736546912,0.00498905565353003,"slmb/csw/dco",3
"GO:0001736","GO:0001736","establishment of planar polarity","3/30","107/11228",0.00283320481088819,0.0101487933524353,0.00508552473910409,"rdx/msn/dco",3
"GO:0007164","GO:0007164","establishment of tissue polarity","3/30","107/11228",0.00283320481088819,0.0101487933524353,0.00508552473910409,"rdx/msn/dco",3
"GO:0007465","GO:0007465","R7 cell fate commitment","2/30","30/11228",0.0028657901758789,0.0102273552745121,0.0051248918426009,"csw/Sos",2
"GO:0018193","GO:0018193","peptidyl-amino acid modification","5/30","375/11228",0.00289471197729728,0.0102923092526125,0.00515744005311834,"Pka-C1/Gug/krz/dco/rasp",5
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway","2/30","31/11228",0.00305835740141614,0.0108340335991125,0.0054288962223623,"Shc/Sos",2
"GO:0019932","GO:0019932","second-messenger-mediated signaling","3/30","112/11228",0.00322429006949736,0.0113693530851606,0.00569714293850702,"Pka-C1/Gprk2/Pka-R1",3
"GO:0007097","GO:0007097","nuclear migration","2/30","32/11228",0.0032568459358533,0.0113693530851606,0.00569714293850702,"msn/flw",2
"GO:0016325","GO:0016325","oocyte microtubule cytoskeleton organization","2/30","32/11228",0.0032568459358533,0.0113693530851606,0.00569714293850702,"Pka-C1/Pka-R1",2
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","2/30","32/11228",0.0032568459358533,0.0113693530851606,0.00569714293850702,"Su(fu)/cos",2
"GO:0035017","GO:0035017","cuticle pattern formation","2/30","34/11228",0.00367146358686773,0.0127703081282356,0.00639915659496015,"boi/ihog",2
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","3/30","118/11228",0.00373550613943978,0.0128995895462669,0.00646393905991663,"rdx/msn/dco",3
"GO:0060627","GO:0060627","regulation of vesicle-mediated transport","3/30","118/11228",0.00373550613943978,0.0128995895462669,0.00646393905991663,"Smurf/krz/Gprk2",3
"GO:0045187","GO:0045187","regulation of circadian sleep/wake cycle, sleep","2/30","35/11228",0.00388753131371726,0.0133286787898878,0.00667895417431876,"Pka-C1/Cul3",2
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","2/30","35/11228",0.00388753131371726,0.0133286787898878,0.00667895417431876,"hh/krz",2
"GO:0033043","GO:0033043","regulation of organelle organization","5/30","402/11228",0.00390332044583178,0.0133351872882509,0.0066822155600117,"Pka-C1/slmb/Gug/dco/flw",5
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","2/30","36/11228",0.00410939756930671,0.0138909213610368,0.00696069195394057,"krz/flw",2
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway","2/30","36/11228",0.00410939756930671,0.0138909213610368,0.00696069195394057,"slmb/Roc1a",2
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","2/30","36/11228",0.00410939756930671,0.0138909213610368,0.00696069195394057,"slmb/Roc1a",2
"GO:0007304","GO:0007304","chorion-containing eggshell formation","3/30","123/11228",0.00419737550044582,0.0141385280015017,0.00708476677268233,"slmb/Cul4/rasp",3
"GO:0035330","GO:0035330","regulation of hippo signaling","2/30","37/11228",0.00433703193974074,0.0145578694480808,0.00729489730018961,"Smurf/dco",2
"GO:0030703","GO:0030703","eggshell formation","3/30","125/11228",0.00439143249137339,0.0146891121662664,0.00736066256577165,"slmb/Cul4/rasp",3
"GO:0060548","GO:0060548","negative regulation of cell death","3/30","126/11228",0.00449047889416718,0.0149682629805573,0.00750054405933627,"slmb/csw/dco",3
"GO:0050802","GO:0050802","circadian sleep/wake cycle, sleep","2/30","38/11228",0.00457040412288081,0.015181965252476,0.00760762951796222,"Pka-C1/Cul3",2
"GO:0051647","GO:0051647","nucleus localization","2/30","39/11228",0.00480948392799628,0.0159210502444015,0.00797798241413539,"msn/flw",2
